BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.4.1 - GEBRUIKSGOEDEREN;1.4.1.1 - VERKRIJGINGSPRIJS GEBRUIKSGOEDEREN;1.4.1T - GEBRUIKSGOEDEREN;1.4.2 - VOORUITBETAALD OP VOORRADEN;1.4T - VOORRADEN;1.5.1 - DEBITEUREN;1.5.2 - OCW/EZ;1.5.3 - GROEPSMAATSCHAPPIJEN;1.5.4 - ANDERE DEELNEMINGEN;1.5.5 - STUDENTEN/DEELNEMERS/CURSISTEN;1.5.6 - OVERIGE OVERHEDEN;1.5.7 - OVERIGE VORDERINGEN;1.5.7.1 - PERSONEEL;1.5.7.2 - OVERIGE;1.5.7T - OVERIGE VORDERINGEN;1.5.8 - OVERLOPENDE ACTIVA;1.5.8.1 - VOORUITBETAALDE KOSTEN;1.5.8.2 - VERSTREKTE VOORSCHOTTEN;1.5.8.3 - OVERIGE OVERLOPENDE ACTIVA;1.5.8T - OVERLOPENDE ACTIVA;1.5.9 - AF: VOORZIENINGEN WEGENS ONINBAARHEID;1.5.9.1 - STAND PER 1-1;1.5.9.2 - ONTTREKKING;1.5.9.3 - DOTATIE;1.5.9T - AF: VOORZIENINGEN WEGENS ONINBAARHEID;1.5T - VORDERINGEN
21580;SWV;Stg. SWV Pas. ond. Heerlen e.o;2015;;;;;;;;;;;;;;;;4.465;4.465;;;4.465;;;;;;4.465
21583;SWV;Bestuur SWV PO N Drenthe;2015;;;;;;159.770;;;;;;;;;;2.572;;;2.572;2.572;;;;;;162.342
21585;SWV;Stg.SWV Oost Achterhoek;2015;;;;;;15.564;;;;;;;;;;2.604;962;;1.642;2.604;;;;;;18.168
21586;SWV;Stg. SWV PPO D'chem;2014;;;;;;;;;;;;7.812;;7.812;7.812;12.734;12.734;;;12.734;;;;;;20.546
21586;SWV;Stg. SWV PPO D'chem;2015;;;;;;;;;;;;19.606;;19.606;19.606;58.881;58.881;;;58.881;;;;;;78.487
21587;SWV;SWV PO 31-02 Midden Limburg;2014;;;;;;;7.958;;;;;;;;;6.111;638;;5.473;6.111;;;;;;14.069
21587;SWV;SWV PO 31-02 Midden Limburg;2015;;;;;;;;;;;;;;;;5.822;3.951;;1.871;5.822;;;;;;5.822
21588;SWV;Samenwerkingsverband Driegang;2015;;;;;;;;;;;;31.783;5.459;26.324;31.783;49.323;48.561;;762;49.323;;;;;;81.106
21589;SWV;Bestuur swv BePo;2014;;;;;;;;;;;;36.575;;36.575;36.575;;;;;;;;;;;36.575
21589;SWV;Bestuur swv BePo;2015;;;;;;;;;;;;4.763;;4.763;4.763;438;;;438;438;;;;;;5.201
21590;SWV;SWV PO 27-05 Zaanstreek;2014;;;;;;;9.712;;;;;246.557;;246.557;246.557;493.272;493.272;;;493.272;;;;;;749.541
21590;SWV;SWV PO 27-05 Zaanstreek;2015;;;;;;;;;;;;23.694;;23.694;23.694;5.104;;;5.104;5.104;;;;;;28.798
21591;SWV;Stg. Optimale Onderwijs Kans;2014;;;;;;;29.728;;;;;54.443;;54.443;54.443;782;;;782;782;;;;;;84.953
21591;SWV;Stg. Optimale Onderwijs Kans;2015;;;;;;;;;;;;14.974;;14.974;14.974;1.309;;;1.309;1.309;;;;;;16.283
21592;SWV;Stg SWV PPO Goeree-Overflakkee;2015;;;;;;;;;;;;15.610;;15.610;15.610;42.002;28.585;;13.417;42.002;;;;;;57.612
21596;SWV;Stg. SWV PO Apeldoorn Pr. Ond.;2015;;;;;;;;;;;;;;;;23.614;;;23.614;23.614;;;;;;23.614
21598;SWV;SWV De Westfriese Knoop;2015;;;;;;;;;;;;7.552;;7.552;7.552;13.965;;;13.965;13.965;;;;;;21.517
21599;SWV;Stg. SWV Pas. Ond. De Kempen;2014;;;;;;;;;;;;214.460;;214.460;214.460;;;;;;;;;;;214.460
21599;SWV;Stg. SWV Pas. Ond. De Kempen;2015;;;;;;;;;;;;;;;;3.371;2.917;;454;3.371;;;;;;3.371
21600;SWV;Stg.Samenwerkingsverband 22-02;2015;;;;;;;;;;;;;;;;8.999;;;8.999;8.999;;;;;;8.999
21602;SWV;Stg. SWV Passend Ond. IJmond;2014;;;;;;;10.235;;;;;246.480;;246.480;246.480;89;;;89;89;;;;;;256.804
21602;SWV;Stg. SWV Passend Ond. IJmond;2015;;;;;;;;;;;;73.340;;73.340;73.340;;;;;;;;;;;73.340
21603;SWV;Stg. SWV Haarlemmermeer;2014;;;;;;99.400;;;;;;;;;;21.000;18.300;;2.700;21.000;;;;;;120.400
21603;SWV;Stg. SWV Haarlemmermeer;2015;;;;;;;;;;;;75.000;;75.000;75.000;;;;;;;;;;;75.000
21606;SWV;Best.Stg Passend PO Haaglanden;2014;;;;;;;;;;;20.000;63.806;;63.806;63.806;1.028;1.028;;;1.028;;;;;;84.834
21606;SWV;Best.Stg Passend PO Haaglanden;2015;;;;;;;;;;;78.798;2.079;;2.079;2.079;4.718;;;4.718;4.718;;;;;;85.595
21609;SWV;SWV IJssel/Berkel;2014;;;;;;;;;;;;23.508;;23.508;23.508;14.246;14.246;;;14.246;;;;;;37.754
21609;SWV;SWV IJssel/Berkel;2015;;;;;;;;;;;;28.636;;28.636;28.636;31.580;;;31.580;31.580;;;;;;60.216
21610;SWV;Stg. SWV Utrecht Prim. Ond.;2014;;;;;;;18.356;;;;;13.428;;13.428;13.428;8.722;;;8.722;8.722;;;;;;40.506
21610;SWV;Stg. SWV Utrecht Prim. Ond.;2015;;;;;;;;;;;;1.716;;1.716;1.716;12.860;12.860;;;12.860;;;;;;14.576
21612;SWV;Stg. Passend Ond. 23-05;2015;;;;;;;;;;;;;;;;46.630;;;46.630;46.630;;;;;;46.630
21625;SWV;Stg. PO Maastricht-Heuvelland;2015;;;;;;;;;;;;;;;;1.264;201;;1.063;1.264;;;;;;1.264
21626;SWV;STG. SWV Passend Wijs;2014;;;;;;;;;;;;179.393;;179.393;179.393;;;;;;;;;;;179.393
21626;SWV;STG. SWV Passend Wijs;2015;;;;;;;;;;;;;;;;4.375;;;4.375;4.375;;;;;;4.375
21627;SWV;SWV Passend Pr. Ond. Walcheren;2015;;;;;;;;;;;;950;;950;950;;;;;;;;;;;950
21628;SWV;Stg.SWV PO 2808;2014;;;;;;150;8.624;;;;;;;;;4.500;;;4.500;4.500;;;;;;13.274
21628;SWV;Stg.SWV PO 2808;2015;;;;;;378;;;;;;;;;;5.028;;;5.028;5.028;;;;;;5.406
21629;SWV;Stg. SWV PO 30-10;2014;;;;;;;;;;;;30.241;;30.241;30.241;;;;;;;;;;;30.241
21629;SWV;Stg. SWV PO 30-10;2015;;;;;;;;;;;;3.885;;3.885;3.885;295.228;260.724;34.504;;295.228;;;;;;299.113
21630;SWV;Stg. SWV Noord-Kennemerland PO;2015;;;;;;;;;;;;42.997;;42.997;42.997;;;;;;;;;;;42.997
21631;SWV;SWV Pas.Ond. Amsterdam/Diemen;2014;;;;;;88.727;65.308;;;;4.187;162.206;177;162.029;162.206;7.163;7.163;;;7.163;;;;;;327.591
21631;SWV;SWV Pas.Ond. Amsterdam/Diemen;2015;;;;;;51.469;;;;;5.998;36.286;;36.286;36.286;16.750;10.852;;5.898;16.750;;;;;;110.503
21632;SWV;Stg. Samenw. verband 24-03;2015;;;;;;;;;;;;;;;;13.255;;;13.255;13.255;;;;;;13.255
21637;SWV;SWV PO Noordoostpolder-Urk;2014;;;;;;32.166;4.194;;;;;;;;;;;;;;;;;;;36.360
21642;SWV;Stg. Leerlingzorg PO Almere;2014;;;;;;603.832;;;;;;1.095.558;;1.095.558;1.095.558;18.003;11.566;;6.437;18.003;;;;;;1.717.393
21642;SWV;Stg. Leerlingzorg PO Almere;2015;;;;;;203.223;;;;;;1.309.888;;1.309.888;1.309.888;117.778;116.703;;1.075;117.778;;;;;;1.630.889
21645;SWV;SWV Helmond-Peelland 30-08 PO;2014;;;;;;;27.000;;;;;;;;;190.000;190.000;;;190.000;;;;;;217.000
21645;SWV;SWV Helmond-Peelland 30-08 PO;2015;;;;;;;;;;;;6.000;;6.000;6.000;282.000;282.000;;;282.000;;;;;;288.000
21648;SWV;Coöperatief SWV Profi Pendi UA;2014;;;;;;;15.453;;;;;;;;;7.553;6.599;;954;7.553;;;;;;23.006
21648;SWV;Coöperatief SWV Profi Pendi UA;2015;;;;;;;;;;;;13.897;;13.897;13.897;875;;;875;875;;;;;;14.772
21649;SWV;Ver. SWV P.O. 3006;2014;;;;;;;13.512;;;;;318;;318;318;17.375;17.375;;;17.375;;;;;;31.205
21649;SWV;Ver. SWV P.O. 3006;2015;;;;;;;;;;;;;;;;19.267;4.137;;15.130;19.267;;;;;;19.267
21657;PO2;Stichting Vitus Zuid;2015;;;;;;;1.889.645;;;;;258.637;;258.637;258.637;130.672;53.527;;77.145;130.672;;;;;;2.278.954
21665;SWV;STG SWV Stromenland PO 2507;2014;;;;;;;;;;;;255.764;;255.764;255.764;;;;;;;;;;;255.764
21665;SWV;STG SWV Stromenland PO 2507;2015;;;;;;;;;;;;;;;;318;318;;;318;;;;;;318
21666;SWV;St. SWV. Pas.Ond. Drechtsteden;2015;;;;;;;;;;;;4.530;;4.530;4.530;1.992;;;1.992;1.992;;;;;;6.522
21668;SWV;Ver. SWV Pas. PO Leiden;2015;;;;;;;;;;;;8.698;;8.698;8.698;32.743;3.305;;29.438;32.743;;;;;;41.441
21675;SWV;SWV PO Roosendaal-Moerdijk e.o;2014;;;;;;;8.917;;;;;;;;;91.341;293;;91.048;91.341;;;;;;100.258
21675;SWV;SWV PO Roosendaal-Moerdijk e.o;2015;;;;;;;;;;;;;;;;1.451;;;1.451;1.451;;;;;;1.451
21677;SWV;Stg. Onderwijs dat past;2014;;;;;;;7.752;;;;;1.544;1.544;;1.544;13.677;1.750;;11.927;13.677;;;;;;22.973
21677;SWV;Stg. Onderwijs dat past;2015;;;;;;;;;;;;4.907;;4.907;4.907;13.115;4.666;;8.449;13.115;;;;;;18.022
21679;PO2;Stichting VierTaal;2015;;;;;;13.122;1.981.205;;;;3.247;;;;;118.623;;;118.623;118.623;;;;;;2.116.197
21680;SWV;St.SWV PO Duin en Bollenstreek;2015;;;;;;;;;;;;;;;;57.252;57.239;;13;57.252;;;;;;57.252
21681;SWV;SWV PO Westelijke Mijnstreek;2015;;;;;;;;;;;;;;;;8.459;5.371;;3.088;8.459;;;;;;8.459
21682;SWV;St.SWV PO 28-17 Zoetermeer;2015;;;;;;;;;;;;;;;;63.940;63.940;;;63.940;;;;;;63.940
21687;SWV;St.SWV. Pas. P.O. Dordrecht;2015;;;;;;;;;;;;78.987;;78.987;78.987;6.117;6.117;;;6.117;;;;;;85.104
21688;SWV;St. Ond. zorgkoepel N-Veluwe;2015;;;;;;;;;;;;1.000;;1.000;1.000;382.364;375.887;;6.477;382.364;;;;;;383.364
21689;SWV;SWV PO Rijn & Gelderse Vallei;2015;;;;;;;;;;;;174.538;1.231;173.307;174.538;45.939;;;45.939;45.939;;;;;;220.477
21694;SWV;SWV Pas. PO Oosterschelderegio;2015;;;;;;;;;;;;;;;;15.420;;;15.420;15.420;;;;;;15.420
21695;SWV;Samenwerkingsverband Unita;2014;;;;;;4.794;14.534;;;;;11.910;;11.910;11.910;101;101;;;101;;;;;;31.339
21695;SWV;Samenwerkingsverband Unita;2015;;;;;;;;;;;;18.282;;18.282;18.282;10.135;10.135;;;10.135;;;;;;28.417
21696;SWV;Stg. SWV PO Weert-Nederweert;2015;;;;;;;;;;;;;;;;47.022;;;47.022;47.022;;;;;;47.022
21697;SWV;Bestuur STG SWV PO 20-01;2015;;;;;;19.117;;;;;;;;;;40.066;;;40.066;40.066;;;;;;59.183
21699;SWV;Stg.SWV PO Rijnstreek;2014;;;;;;;7.347;;;;;11.220;1.985;9.235;11.220;1.607;1.358;;249;1.607;;;;;;20.174
21699;SWV;Stg.SWV PO Rijnstreek;2015;;;;;;;;;;;;2.375;;2.375;2.375;4.482;457;;4.025;4.482;;;;;;6.857
21700;SWV;Best. Stg. SWV PO Friesland;2015;;;;;;;;;;;;;;;;30.377;;;30.377;30.377;;;;;;30.377
21704;SWV;SWV PO Veld Vaart & Vecht;2015;;;;;;101.234;;;;;;;;;;33.142;;;33.142;33.142;;;;;;134.376
21712;REC;s-Heeren Loo;2011;;;;;;3.278;605.854;;;;1.440;724.979;;724.979;724.979;383.361;9.463;;373.898;383.361;;;;;;1.718.912
21712;REC;s-Heeren Loo;2012;;;;;;254;614.950;;;;2.596;238.669;;238.669;238.669;362.168;;;362.168;362.168;;;;;;1.218.637
21712;REC;s-Heeren Loo;2013;;;;;;8.759;616.855;;;;1.412;247.145;;247.145;247.145;284.879;;;284.879;284.879;;;;;;1.159.050
21712;REC;s-Heeren Loo;2014;;;;;;41.104;654.323;;;;;174.296;;174.296;174.296;349.961;;;349.961;349.961;;;;;;1.219.684
21712;REC;s-Heeren Loo;2015;;;;;;;402.188;;;;387.998;95.044;;95.044;95.044;174.354;;;174.354;174.354;;;;;;1.059.584
21881;SBO;Stichting SO Amersfoort;2011;;;;;;;122.870;;;;27.184;;;;;68.786;;;68.786;68.786;;;;;;218.840
21881;SBO;Stichting SO Amersfoort;2012;;;;;;;145.353;;;;26.898;;;;;96.672;;;96.672;96.672;;;;;;268.923
21881;SBO;Stichting SO Amersfoort;2013;;;;;;;151.937;;;;32.443;;;;;135.358;;;135.358;135.358;;;;;;319.738
21881;SBO;Stichting SO Amersfoort;2014;;;;;;;172.420;;;;33.640;;;;;108.969;;;108.969;108.969;;;;;;315.029
21881;SBO;Stichting SO Amersfoort;2015;;;;;;8.699;177.277;;;;16.000;55.016;;55.016;55.016;10.291;;;10.291;10.291;;;;;;267.283
22453;SBO;SAM, Stg v Spec Basisonderwijs;2011;;;;;;;192.116;;;;;87.851;33.795;54.056;87.851;4.965;4.965;;;4.965;;;;;;284.932
22453;SBO;SAM, Stg v Spec Basisonderwijs;2012;;;;;;;189.892;;;;;136.699;80.598;56.101;136.699;13.895;13.895;;;13.895;;;;;;340.486
22453;SBO;SAM, Stg v Spec Basisonderwijs;2013;;;;;;;180.202;;;;;186.137;121.092;65.045;186.137;12.092;12.092;;;12.092;;;;;;378.431
22453;SBO;SAM, Stg v Spec Basisonderwijs;2014;;;;;;;170.532;;;;;162.520;147.033;15.487;162.520;3.147;3.147;;;3.147;;;;;;336.199
22453;SBO;SAM, Stg v Spec Basisonderwijs;2015;;;;;;;162.892;;;;;150.939;;150.939;150.939;13.379;;;13.379;13.379;;;;;;327.210
22544;PO1;Ver Verst op Reform Goes;2011;;;;;;28.475;52.066;;;;51.550;8.158;;8.158;8.158;11.070;4.156;;6.914;11.070;;;;;;151.319
22544;PO1;Ver Verst op Reform Goes;2012;;;;;;1.892;53.943;;;;;5.999;;5.999;5.999;10.999;5.215;;5.784;10.999;;;;;;72.833
22544;PO1;Ver Verst op Reform Goes;2013;;;;;;9.941;45.928;;;;;;;;;11.272;2.130;;9.142;11.272;;;;;;67.141
22544;PO1;Ver Verst op Reform Goes;2014;;;;;;31.660;56.840;;;;;;;;;17.667;2.441;;15.226;17.667;;;;;;106.167
22544;PO1;Ver Verst op Reform Goes;2015;;;;;;37.470;51.430;;;;;;;;;14.919;680;;14.239;14.919;;;;;;103.819
22622;PO1;Ver v Chr Basisonderwijs;2011;;;;;;6.805;70.583;;;;13.853;6.589;;6.589;6.589;28.398;5.936;;22.462;28.398;;;;;;126.228
22622;PO1;Ver v Chr Basisonderwijs;2012;;;;;;5.364;73.895;;;;;;;;;19.666;1.917;;17.749;19.666;;;;;;98.925
22622;PO1;Ver v Chr Basisonderwijs;2013;;;;;;4.136;59.751;;;;2.914;;;;;16.577;5.229;;11.348;16.577;;;;;;83.378
22622;PO1;Ver v Chr Basisonderwijs;2014;;;;;;9.535;94.598;;;;22.587;;;;;12.545;5.935;;6.610;12.545;;;;;;139.265
22622;PO1;Ver v Chr Basisonderwijs;2015;;;;;;88.272;85.303;;;;;11.293;;11.293;11.293;6.542;;;6.542;6.542;;;;;;191.410
22712;PO1;Ver Stg Insth Sch md;2011;;;;;;4.019;32.983;;;;;922;;922;922;8.771;1.088;;7.683;8.771;;;;;;46.695
22712;PO1;Ver Stg Insth Sch md;2012;;;;;;10.872;35.113;;;;;1.053;;1.053;1.053;15.978;4.765;;11.213;15.978;;;;;;63.016
22712;PO1;Ver Stg Insth Sch md;2013;;;;;;22.281;29.763;;;;943;569;;569;569;16.767;465;;16.302;16.767;;;;;;70.323
22712;PO1;Ver Stg Insth Sch md;2014;;;;;;49.008;41.293;;;;;1.373;;1.373;1.373;11.418;;;11.418;11.418;;;;;;103.092
22712;PO1;Ver Stg Insth Sch md;2015;;;;;;32.060;38.606;;;;;;;;;12.992;693;;12.299;12.992;;;;;;83.658
22725;PO4;S.I.K.O.;2011;;;;;;;674.852;;;;;509.403;;509.403;509.403;9.278;;;9.278;9.278;;;;;;1.193.533
22725;PO4;S.I.K.O.;2012;;;;;;;665.602;;;;;590.632;;590.632;590.632;56.871;;;56.871;56.871;;;;;;1.313.105
22725;PO4;S.I.K.O.;2013;;;;;;;663.816;;;;;756.796;;756.796;756.796;25.290;;;25.290;25.290;;;;;;1.445.902
22725;PO4;S.I.K.O.;2014;;;;;;;778.131;;;;;498.209;;498.209;498.209;10.682;;;10.682;10.682;;;;;;1.287.022
22725;PO4;S.I.K.O.;2015;;;;;;;767.883;;;;82.276;56.986;;56.986;56.986;6.322;;;6.322;6.322;;;;;;913.467
22765;PO1;Ver Verstr Ond te Lisse;2011;;;;;;2.014;61.674;;;;15.716;;;;;5.205;;;5.205;5.205;;;;;;84.609
22765;PO1;Ver Verstr Ond te Lisse;2012;;;;;;1.360;60.287;;;;;;;;;9.421;;;9.421;9.421;;;;;;71.068
22765;PO1;Ver Verstr Ond te Lisse;2013;;;;;;;51.803;;;;;;;;;4.678;;;4.678;4.678;;;;;;56.481
22765;PO1;Ver Verstr Ond te Lisse;2014;;;;;;36.352;70.138;;;;9.202;;;;;4.211;;;4.211;4.211;;;;;;119.903
22765;PO1;Ver Verstr Ond te Lisse;2015;;;;;;460;65.286;;;;;;;;;2.322;;;2.322;2.322;;;;;;68.068
23064;PO1;Ver Opr Insth Sch Geref;2011;;;;;;10.333;27.943;;;;;11.114;;11.114;11.114;2.623;1.621;;1.002;2.623;;;;;;52.013
23064;PO1;Ver Opr Insth Sch Geref;2012;;;;;;5.060;27.733;;;;;2.559;;2.559;2.559;3.563;2.963;;600;3.563;;;;;;38.915
23064;PO1;Ver Opr Insth Sch Geref;2013;;;;;;17.397;23.588;;;;;;;;;6.565;4.207;;2.358;6.565;;;;;;47.550
23064;PO1;Ver Opr Insth Sch Geref;2014;;;;;;11.771;30.381;;;;4.429;;;;;3.166;2.742;;424;3.166;;;;;;49.747
23064;PO1;Ver Opr Insth Sch Geref;2015;;;;;;4.284;26.225;;;;;;;;;4.702;4.378;;324;4.702;;;;;;35.211
23128;PO5;Quo Vadis;2011;;;;;;216.220;1.277.458;;;;;463.345;;463.345;463.345;1.834.969;20.827;;1.814.142;1.834.969;;;;;;3.791.992
23128;PO5;Quo Vadis;2012;;;;;;175.957;1.224.247;;;;;745.249;;745.249;745.249;1.214.196;11.168;;1.203.028;1.214.196;;;;;;3.359.649
23128;PO5;Quo Vadis;2013;;;;;;330.165;1.034.696;;;;;272.280;;272.280;272.280;336.649;;;336.649;336.649;;;;;;1.973.790
23128;PO5;Quo Vadis;2014;;;;;;466.047;1.203.275;;;;;181.307;;181.307;181.307;111.619;;;111.619;111.619;;;;;;1.962.248
23128;PO5;Quo Vadis;2015;;;;;;103.112;836.335;;;;17.445;342.654;2.520;340.134;342.654;3.249;3.249;;;3.249;;;;;;1.302.795
23337;PO2;Ver voor PCO Rhenen;2011;;;;;;2.574;126.376;;;;;912;;912;912;56.525;;;56.525;56.525;;;;;;186.387
23337;PO2;Ver voor PCO Rhenen;2012;;;;;;754;117.911;;;;;;;;;18.506;5.456;;13.050;18.506;;;;;;137.171
23337;PO2;Ver voor PCO Rhenen;2013;;;;;;4.057;117.712;;;;;;;;;17.672;;;17.672;17.672;;;;;;139.441
23337;PO2;Ver voor PCO Rhenen;2014;;;;;;6.722;130.013;;;;4.187;15.163;;15.163;15.163;451;149;302;;451;;;;;;156.536
23337;PO2;Ver voor PCO Rhenen;2015;;;;;;16.298;133.014;;;;;7.243;;7.243;7.243;4.336;3.246;1.090;;4.336;;;;;;160.891
23440;PO1;Schoolver Willemspark;2011;;;;;;50.371;56.464;;;;122;13.414;;13.414;13.414;14.489;4.408;;10.081;14.489;2.500;2.500;;;2.500;132.360
23440;PO1;Schoolver Willemspark;2012;;;;;;46.977;57.510;;;;;10.053;;10.053;10.053;14.896;7.584;;7.312;14.896;3.500;2.500;;1.000;3.500;125.936
23440;PO1;Schoolver Willemspark;2013;;;;;;53.607;48.466;;;;;10.287;4.508;5.779;10.287;13.279;8.733;;4.546;13.279;2.058;3.500;1.442;;2.058;123.581
23440;PO1;Schoolver Willemspark;2014;;;;;;46.809;60.819;;;;11.894;16.785;;16.785;16.785;6.913;4.837;;2.076;6.913;1.500;2.058;5.397;4.839;1.500;141.720
23440;PO1;Schoolver Willemspark;2015;;;;;;33.390;58.345;;;;;6.398;;6.398;6.398;9.359;8.417;;942;9.359;3.000;3.000;;;3.000;104.492
23545;PO1;Ver Verstr v KL en LO;2011;;;;;;10.563;29.532;;;;;;;;;11.586;866;;10.720;11.586;;;;;;51.681
23545;PO1;Ver Verstr v KL en LO;2012;;;;;;5.345;28.679;;;;;;;;;5.177;1.805;;3.372;5.177;;;;;;39.201
23545;PO1;Ver Verstr v KL en LO;2013;;;;;;287;33.824;;;;;;;;;4.881;262;;4.619;4.881;;;;;;38.992
23545;PO1;Ver Verstr v KL en LO;2014;;;;;;22.206;35.636;;;;;;;;;4.287;246;;4.041;4.287;;;;;;62.129
23545;PO1;Ver Verstr v KL en LO;2015;;;;;;596;31.617;;;;7.127;;;;;5.268;2.131;;3.137;5.268;;;;;;44.608
23674;PO2;Sch met de Bijbel;2011;;;;;;4.587;96.911;;;;;19.685;;19.685;19.685;33.875;;;33.875;33.875;;;;;;155.058
23674;PO2;Sch met de Bijbel;2012;;;;;;1.043;93.000;;;;;6.054;;6.054;6.054;246.823;;;246.823;246.823;;;;;;346.920
23674;PO2;Sch met de Bijbel;2013;;;;;;2.305;89.071;;;;;;;;;60.778;9.200;;51.578;60.778;;;;;;152.154
23674;PO2;Sch met de Bijbel;2014;;;;;;39.905;106.105;;;;3.313;55.668;;55.668;55.668;6.278;5.678;600;;6.278;;;;;;211.269
23674;PO2;Sch met de Bijbel;2015;;;;;;6.318;91.748;;;;2.009;25.289;;25.289;25.289;7.304;6.101;403;800;7.304;;;;;;132.668
23805;PO2;Ver tt h Verstr v Ond;2011;;;;;;71.655;86.787;;;;459;11.493;;11.493;11.493;29.574;19.603;;9.971;29.574;;;;;;199.968
23805;PO2;Ver tt h Verstr v Ond;2012;;;;;;19.205;88.635;;;;270;4.901;;4.901;4.901;16.306;12.768;;3.538;16.306;;;;;;129.317
23805;PO2;Ver tt h Verstr v Ond;2013;;;;;;6.482;76.967;;;;;3.243;;3.243;3.243;15.683;12.715;;2.968;15.683;;;;;;102.375
23805;PO2;Ver tt h Verstr v Ond;2014;;;;;;46.616;115.092;;;;328;3.185;;3.185;3.185;23.699;20.581;;3.118;23.699;;;;;;188.920
23805;PO2;Ver tt h Verstr v Ond;2015;;;;;;34.377;103.071;;;;;;;;;29.728;21.580;;8.148;29.728;;;;;;167.176
23883;PO2;Ver TT Verstr v BSO op;2011;;;;;;32.411;98.861;;;;5.022;;;;;43.417;12.349;;31.068;43.417;;;;;;179.711
23883;PO2;Ver TT Verstr v BSO op;2012;;;;;;18.703;102.707;;;;;;;;;16.644;4.708;;11.936;16.644;;;;;;138.054
23883;PO2;Ver TT Verstr v BSO op;2013;;;;;;11.183;87.105;;;;;;;;;32.507;9.129;;23.378;32.507;;;;;;130.795
23883;PO2;Ver TT Verstr v BSO op;2014;;;;;;15.079;123.843;;;;76.519;;;;;37.286;5.449;;31.837;37.286;;;;;;252.727
23883;PO2;Ver TT Verstr v BSO op;2015;;;;;;10.968;112.016;;;;;2.686;;2.686;2.686;17.540;;;17.540;17.540;;;;;;143.210
23948;PO1;Ver t Stg Insth Sch;2011;;;;;;;32.212;;;;;10.322;1.755;8.567;10.322;;;;;;;;;;;42.534
23948;PO1;Ver t Stg Insth Sch;2012;;;;;;;33.637;;;;;4.291;1.926;2.365;4.291;;;;;;;;;;;37.928
23948;PO1;Ver t Stg Insth Sch;2013;;;;;;;31.303;;;;;9.410;3.696;5.714;9.410;;;;;;;;;;;40.713
23948;PO1;Ver t Stg Insth Sch;2014;;;;;;;42.572;;;;;9.733;4.833;4.900;9.733;;;;;;;;;;;52.305
23948;PO1;Ver t Stg Insth Sch;2015;;;;;;;40.376;;;;;3.344;65;3.279;3.344;;;;;;;;;;;43.720
23961;PO5;SPOLT;2011;;;;;;35.208;732.341;;;;3.850;;;;;227.023;106.211;;120.812;227.023;;;;;;998.422
23961;PO5;SPOLT;2012;;;;;;;721.265;;;;44.792;;;;;270.140;94.669;;175.471;270.140;;;;;;1.036.197
23961;PO5;SPOLT;2013;;;;;;;593.424;;;;54.114;;;;;291.175;107.999;;183.176;291.175;;;;;;938.713
23961;PO5;SPOLT;2014;;;;;;;766.667;;;;2.563;50.372;;50.372;50.372;280.734;110.786;;169.948;280.734;;;;;;1.100.336
23961;PO5;SPOLT;2015;;;;;;;755.184;;;;176;30.782;;30.782;30.782;251.081;104.903;;146.178;251.081;;;;;;1.037.223
24065;PO1;Ver Herv Chr Ond Waspik;2011;;;;;;;26.991;;;;;7.086;;7.086;7.086;6.008;2.425;;3.583;6.008;;;;;;40.085
24065;PO1;Ver Herv Chr Ond Waspik;2012;;;;;;;27.421;;;;;118;;118;118;5.186;2.038;;3.148;5.186;;;;;;32.725
24065;PO1;Ver Herv Chr Ond Waspik;2013;;;;;;;23.477;;;;;2.479;452;2.027;2.479;6.025;4.053;;1.972;6.025;;;;;;31.981
24065;PO1;Ver Herv Chr Ond Waspik;2014;;;;;;;28.401;;;;;;;;;3.046;1.516;;1.530;3.046;;;;;;31.447
24065;PO1;Ver Herv Chr Ond Waspik;2015;;;;;;;27.366;;;;;;;;;1.409;496;;913;1.409;;;;;;28.775
24078;PO1;Ver v Prot Chr Basisond;2011;;;;;;;27.543;;;;26.874;26.669;1.817;24.852;26.669;1.702;;;1.702;1.702;;;;;;82.788
24078;PO1;Ver v Prot Chr Basisond;2012;;;;;;;63.901;;;;11.821;18.500;;18.500;18.500;1.090;116;;974;1.090;;;;;;95.312
24078;PO1;Ver v Prot Chr Basisond;2013;;;;;;;52.486;;;;10.372;11.984;790;11.194;11.984;512;;;512;512;;;;;;75.354
24078;PO1;Ver v Prot Chr Basisond;2014;;;;;;;48.002;;;;329;40.169;4.463;35.706;40.169;1.154;133;;1.021;1.154;;;;;;89.654
24078;PO1;Ver v Prot Chr Basisond;2015;;;;;;;41.175;;;;6.694;1.824;1.524;300;1.824;1.992;430;;1.562;1.992;;;;;;51.685
24195;PO2;Ver Verstr LO Geref;2011;;;;;;10.887;97.511;;;;;;;;;29.356;18.596;;10.760;29.356;;;;;;137.754
24195;PO2;Ver Verstr LO Geref;2012;;;;;;4.940;102.303;;;;9.682;;;;;16.261;10.948;;5.313;16.261;;;;;;133.186
24195;PO2;Ver Verstr LO Geref;2013;;;;;;11.686;83.080;;;;;;;;;43.650;33.954;;9.696;43.650;;;;;;138.416
24195;PO2;Ver Verstr LO Geref;2014;;;;;;6.730;113.711;;;;;;;;;55.988;47.885;;8.103;55.988;;;;;;176.429
