BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;3.1.1 - RIJKSBIJDRAGEN OCW/EZ;3.1.1.1 - RIJKSBIJDRAGE OCW;3.1.1.2 - RIJKSBIJDRAGE EZ;3.1.2 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1.1 - OVERIGE SUBSIDIES OCW;3.1.2.1.2 - GEOORMERKTE SUBSIDIES;3.1.2.2 - OVERIGE SUBSIDIES EZ;3.1.2.2.1 - OVERIGE SUBSIDIES EZ;3.1.2.2.2 - NIET-GEOORMERKTE SUBSIDIES;3.1.2.3.1 - TOEREKENING INVESTERINGSSUBSIDIES;3.1.3 - AF: INKOMENSOVERDRACHTEN;3.1.3.2 - DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.3T - INKOMENSOVERDRACHTEN;3.1.4 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.4.1 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1T - RIJKSBIJDRAGEN;3.2.1 - PARTICIPATIEBUDGET;3.2.1.1 - BIJDRAGE EDUCATIE;3.2.1.3 - REÏNTEGRATIE;3.2.1.4 - INBURGERING;3.2.1T - PARTICIPATIEBUDGET;3.2.2 - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES;3.2T - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES
21572;SWV;stg. SWV Passend PO a.d.ijssel;2015;3.144.435;3.144.435;;;;;;;;;;2.723.368;2.723.368;2.723.368;;;421.067;;;;;;96.793;96.793
21573;SWV;Stg. Swv Kop van Noord Holland;2014;1.695.942;1.695.942;;;;;;;;;;1.032.187;1.032.187;1.032.187;;;663.755;;;;;;;
21573;SWV;Stg. Swv Kop van Noord Holland;2015;4.726.106;4.726.106;;;;;;;;;;3.533.399;3.533.399;3.533.399;;;1.192.707;;;;;;;
21579;SWV;Best SWV Passend Ond.Eindhoven;2014;3.049.272;3.049.272;;;;;;;;;;2.410.421;2.410.421;2.410.421;;;638.851;;;;;;;
21579;SWV;Best SWV Passend Ond.Eindhoven;2015;9.189.325;9.189.325;;;;;;;;;;8.591.556;8.591.556;8.591.556;;;597.769;;;;;;;
21580;SWV;Stg. SWV Pas. ond. Heerlen e.o;2015;5.807.645;5.807.645;;;;;;;;;;4.312.117;4.312.117;4.312.117;;;1.495.528;;;;;;;
21583;SWV;Bestuur SWV PO N Drenthe;2015;5.014.330;5.014.330;;1.174.071;1.174.071;1.174.071;;;;;;5.568.823;5.568.823;5.568.823;;;619.578;;;;;;;
21585;SWV;Stg.SWV Oost Achterhoek;2015;3.171.623;3.171.623;;864.454;864.454;864.454;;;;;;3.528.723;3.528.723;3.528.723;;;507.354;;;;;;115.563;115.563
21586;SWV;Stg. SWV PPO D'chem;2014;1.440.535;1.440.535;;10.935;10.935;10.935;;;;;;1.176.486;1.176.486;1.176.486;;;274.984;;;;;;;
21586;SWV;Stg. SWV PPO D'chem;2015;4.157.715;4.157.715;;31.216;31.216;31.216;;;;;;2.899.535;2.899.535;2.899.535;;;1.289.396;;;;;;;
21587;SWV;SWV PO 31-02 Midden Limburg;2014;243.878;243.878;;;;;;;;;;;;;;;243.878;;;;;;;
21587;SWV;SWV PO 31-02 Midden Limburg;2015;3.461.396;3.461.396;;;;;;;;;;2.977.607;2.977.607;2.977.607;;;483.789;;;;;;;
21588;SWV;Samenwerkingsverband Driegang;2015;6.621.686;6.621.686;;75.019;75.019;75.019;;;;;;2.554.564;2.554.564;2.554.564;;;4.142.141;;;;;;76.760;76.760
21589;SWV;Bestuur swv BePo;2014;81.737;81.737;;264.484;264.484;264.484;;;;;;;;;953.400;;1.299.621;;;;;;;
21589;SWV;Bestuur swv BePo;2015;3.070.107;3.070.107;;328.532;328.532;328.532;;;;;;3.454.871;3.454.871;3.454.871;;;-56.232;;;;;;;
21590;SWV;SWV PO 27-05 Zaanstreek;2014;1.650.732;1.650.732;;;;;;;;;;1.588.406;1.588.406;1.588.406;;;62.326;;;;;;;
21590;SWV;SWV PO 27-05 Zaanstreek;2015;4.312.556;4.312.556;;;;;;;;;;3.681.298;3.681.298;3.681.298;;;631.258;;;;;;79.753;79.753
21591;SWV;Stg. Optimale Onderwijs Kans;2014;3.622.048;3.622.048;;;;;;;;;;3.135.903;3.135.903;3.135.903;;;486.145;;;;;;;
21591;SWV;Stg. Optimale Onderwijs Kans;2015;13.947.086;13.947.086;;;;;;;;;;11.415.955;11.415.955;11.415.955;;;2.531.131;;;;;;;
21592;SWV;Stg SWV PPO Goeree-Overflakkee;2015;1.651.744;1.651.744;;7.992;7.992;7.992;;;;;;1.043.738;1.043.738;1.043.738;;;615.998;;;;;;;
21596;SWV;Stg. SWV PO Apeldoorn Pr. Ond.;2015;4.595.650;4.595.650;;667.962;667.962;667.962;;;;;;3.193.232;3.193.232;3.193.232;;;2.070.380;;;;;;;
21598;SWV;SWV De Westfriese Knoop;2015;6.012.101;6.012.101;;;;;;;;;;;;;;;6.012.101;;;;;;;
21599;SWV;Stg. SWV Pas. Ond. De Kempen;2014;1.068.482;1.068.482;;1.157.588;1.157.588;1.157.588;;;;;;;;;;;2.226.070;;;;;;;
21599;SWV;Stg. SWV Pas. Ond. De Kempen;2015;1.116.357;1.116.357;;;;;;;;;;;;;;;1.116.357;;;;;;;
21600;SWV;Stg.Samenwerkingsverband 22-02;2015;4.027.121;4.027.121;;1.014.473;1.014.473;1.014.473;;;;;;4.599.111;4.599.111;4.599.111;;;442.483;;;;;;;
21602;SWV;Stg. SWV Passend Ond. IJmond;2014;398.789;398.789;;-32.343;-32.343;;;;-32.343;;;;;;;;366.446;;;;;;55.000;55.000
21602;SWV;Stg. SWV Passend Ond. IJmond;2015;6.346.392;6.346.392;;;;;;;;;;4.397.204;4.397.204;4.397.204;;;1.949.188;;;;;;274.381;274.381
21603;SWV;Stg. SWV Haarlemmermeer;2014;1.567.200;1.567.200;;;;;;;;;;1.259.000;1.259.000;1.259.000;;;308.200;254.100;254.100;;;254.100;;254.100
21603;SWV;Stg. SWV Haarlemmermeer;2015;4.425.000;4.425.000;;;;;;;;;;3.467.000;3.467.000;3.467.000;;;958.000;;;;;;454.000;454.000
21605;SWV;STG.SWV Pas. PO Hoeksce Waard;2015;2.048.168;2.048.168;;2.364;2.364;2.364;;;;;;1.251.339;1.251.339;1.251.339;;;799.193;;;;;;;
21606;SWV;Best.Stg Passend PO Haaglanden;2014;4.951.165;4.951.165;;;;;;;;;;3.045.101;3.045.101;3.045.101;;;1.906.064;;;;;;502.189;502.189
21606;SWV;Best.Stg Passend PO Haaglanden;2015;4.253.571;4.253.571;;;;;;;;;;;;;;;4.253.571;;;;;;1.169.693;1.169.693
21609;SWV;SWV IJssel/Berkel;2014;1.685.081;1.685.081;;7.858;7.858;7.858;;;;;;;;;;;1.692.939;;;;;;;
21609;SWV;SWV IJssel/Berkel;2015;6.620.152;6.620.152;;18.195;18.195;18.195;;;;;;3.902.956;3.902.956;3.902.956;;;2.735.391;;;;;;;
21610;SWV;Stg. SWV Utrecht Prim. Ond.;2014;2.454.025;2.454.025;;;;;;;;;;;;;-1.202.850;;1.251.175;;;;;;;
21610;SWV;Stg. SWV Utrecht Prim. Ond.;2015;8.765.393;8.765.393;;334.420;334.420;334.420;;;;;;5.169.190;5.169.190;5.169.190;;;3.930.623;;;;;;149.723;149.723
21612;SWV;Stg. Passend Ond. 23-05;2015;10.334.497;10.334.497;;2.368.689;2.368.689;2.368.689;;;;;;11.381.390;11.381.390;11.381.390;;;1.321.796;;;;;;139.082;139.082
21614;SWV;Stg. SWV Pr. Pas.Ond N-Limburg;2015;9.210.091;9.210.091;;;;;;;;;;;;;;;9.210.091;;;;;;;
21625;SWV;Stg. PO Maastricht-Heuvelland;2015;4.801.433;4.801.433;;;;;;;;;;3.582.621;3.582.621;3.582.621;;;1.218.812;;;;;;;
21626;SWV;STG. SWV Passend Wijs;2014;2.808.356;2.808.356;;569.560;569.560;569.560;;;;;;2.556.032;2.556.032;2.556.032;;;821.884;;;;;;;
21626;SWV;STG. SWV Passend Wijs;2015;7.887.464;7.887.464;;;;;;;;;;7.277.036;7.277.036;7.277.036;;;610.428;;;;;;;
21627;SWV;SWV Passend Pr. Ond. Walcheren;2015;4.047.345;4.047.345;;;;;;;;;;3.605.444;3.605.444;3.605.444;;;441.901;;;;;;;
21628;SWV;Stg.SWV PO 2808;2014;1.325.599;1.325.599;;;;;;;;;;599.365;599.365;599.365;;;726.234;;;;;;91.510;91.510
21628;SWV;Stg.SWV PO 2808;2015;5.030.403;5.030.403;;;;;;;;;;3.106.633;3.106.633;3.106.633;;;1.923.770;;;;;;-8.274;-8.274
21629;SWV;Stg. SWV PO 30-10;2014;1.245.157;1.245.157;;8.878;8.878;8.878;;;;;;837.234;837.234;837.234;;;416.801;;;;;;;
21629;SWV;Stg. SWV PO 30-10;2015;3.874.387;3.874.387;;20.796;20.796;20.796;;;;;;2.817.053;2.817.053;2.817.053;;;1.078.130;;;;;;12.375;12.375
21630;SWV;Stg. SWV Noord-Kennemerland PO;2015;11.845.753;11.845.753;;48.065;48.065;48.065;;;;;;9.220.564;9.220.564;9.220.564;;;2.673.254;;;;;;35.387;35.387
21631;SWV;SWV Pas.Ond. Amsterdam/Diemen;2014;9.526.063;9.526.063;;;;;;;;;;6.443.281;6.443.281;6.443.281;;;3.082.782;;;;;;205.042;205.042
21631;SWV;SWV Pas.Ond. Amsterdam/Diemen;2015;21.084.795;21.084.795;;;;;;;;;;16.175.586;16.175.586;16.175.586;;;4.909.209;;;;;;3.939;3.939
21632;SWV;Stg. Samenw. verband 24-03;2015;4.286.058;4.286.058;;770.471;770.471;770.471;;;;;;3.037.465;3.037.465;3.037.465;;;2.019.064;;;;;;218.500;218.500
21637;SWV;SWV PO Noordoostpolder-Urk;2014;488.286;488.286;;247.627;247.627;247.627;;;;;;690.086;690.086;690.086;;;45.827;;;;;;114.666;114.666
21637;SWV;SWV PO Noordoostpolder-Urk;2015;1.989.093;1.989.093;;313.297;313.297;313.297;;;;;;1.891.002;1.891.002;1.891.002;;;411.388;;;;;;295.860;295.860
21642;SWV;Stg. Leerlingzorg PO Almere;2014;5.403.286;5.403.286;;126.088;126.088;126.088;;;;;;3.451.101;3.451.101;3.451.101;;;2.078.273;;;;;;;
21642;SWV;Stg. Leerlingzorg PO Almere;2015;7.927.586;7.927.586;;;;;;;;;;6.457.280;6.457.280;6.457.280;1.758.020;1.758.020;3.228.326;;;;;;;
21645;SWV;SWV Helmond-Peelland 30-08 PO;2014;3.896.000;3.896.000;;;;;;;;;;2.978.000;2.978.000;2.978.000;;;918.000;;;;;;;
21645;SWV;SWV Helmond-Peelland 30-08 PO;2015;8.764.000;8.764.000;;103.000;103.000;103.000;;;;;;8.065.000;8.065.000;8.065.000;;;802.000;;;;;;;
21648;SWV;Coöperatief SWV Profi Pendi UA;2014;2.023.872;2.023.872;;;;;;;;;;1.637.721;1.637.721;1.637.721;;;386.151;;;;;;;
21648;SWV;Coöperatief SWV Profi Pendi UA;2015;5.618.722;5.618.722;;;;;;;;;;5.490.435;5.490.435;5.490.435;;;128.287;;;;;;;
21649;SWV;Ver. SWV P.O. 3006;2014;528.431;528.431;;;;;;;;;;;;;;;528.431;;;;;;;
21649;SWV;Ver. SWV P.O. 3006;2015;8.324.972;8.324.972;;;;;;;;;;7.078.939;7.078.939;7.078.939;;;1.246.033;;;;;;;
21657;PO2;Stichting Vitus Zuid;2015;26.242.560;26.242.560;;61.249;61.249;61.249;;;;;;13.773.347;13.773.347;13.773.347;;;12.530.462;;;;;;50.788;50.788
21664;SWV;Stg. Pas. Ond. Brabantse Wal;2015;4.219.877;4.219.877;;;;;;;;;;3.260.892;3.260.892;3.260.892;;;958.985;;;;;;83.586;83.586
21665;SWV;STG SWV Stromenland PO 2507;2014;3.433.799;3.433.799;;;;;;;;;;;;;-2.194.476;;1.239.323;;;;;;;
21665;SWV;STG SWV Stromenland PO 2507;2015;8.438.350;8.438.350;;;;;;;;;;5.748.853;5.748.853;5.748.853;;;2.689.497;;;;;;;
21666;SWV;St. SWV. Pas.Ond. Drechtsteden;2015;5.017.331;5.017.331;;50.189;50.189;50.189;;;;;;3.209.298;3.209.298;3.209.298;;;1.858.222;;;;;;15.120;15.120
21668;SWV;Ver. SWV Pas. PO Leiden;2015;6.814.331;6.814.331;;;;;;;;;;4.064.299;4.064.299;4.064.299;;;2.750.032;;;;;;;
21675;SWV;SWV PO Roosendaal-Moerdijk e.o;2014;1.443.610;1.443.610;;321.086;321.086;321.086;;;;;;;;;;;1.764.696;;;;;;;
21675;SWV;SWV PO Roosendaal-Moerdijk e.o;2015;4.125.400;4.125.400;;60.300;60.300;60.300;;;;;;3.545.350;3.545.350;3.545.350;;;640.350;;;;;;;
21677;SWV;Stg. Onderwijs dat past;2014;2.727.860;2.727.860;;419.650;419.650;419.650;;;;;;561.739;561.739;561.739;;;2.585.771;;;;;;178.346;178.346
21677;SWV;Stg. Onderwijs dat past;2015;3.288.894;3.288.894;;186.009;186.009;186.009;;;;;;1.988.884;1.988.884;1.988.884;;;1.486.019;;;;;;373.577;373.577
21679;PO2;Stichting VierTaal;2015;13.151.742;13.151.742;;74.862;74.862;74.862;;;;;;;;;;;13.226.604;;;;;;59.158;59.158
21680;SWV;St.SWV PO Duin en Bollenstreek;2015;5.675.495;5.675.495;;;;;;;;;;3.790.630;3.790.630;3.790.630;;;1.884.865;;;;;;182.534;182.534
21681;SWV;SWV PO Westelijke Mijnstreek;2015;3.875.780;3.875.780;;;;;;;;;;2.774.974;2.774.974;2.774.974;;;1.100.806;;;;;;;
21682;SWV;St.SWV PO 28-17 Zoetermeer;2015;4.297.666;4.297.666;;;;;;;;;;2.882.863;2.882.863;2.882.863;;;1.414.803;;;;;;;
21687;SWV;St.SWV. Pas. P.O. Dordrecht;2015;4.366.676;4.366.676;;132.371;132.371;132.371;;;;;;2.885.437;2.885.437;2.885.437;;;1.613.610;;;;;;;
21688;SWV;St. Ond. zorgkoepel N-Veluwe;2015;11.164.319;11.164.319;;70.950;70.950;70.950;;;;;;9.223.881;9.223.881;9.223.881;;;2.011.388;;;;;;;
21689;SWV;SWV PO Rijn & Gelderse Vallei;2015;9.423.985;9.423.985;;122.170;122.170;122.170;;;;;;6.727.196;6.727.196;6.727.196;;;2.818.959;;;;;;;
21694;SWV;SWV Pas. PO Oosterschelderegio;2015;5.488.085;5.488.085;;;;;;;;;;4.230.567;4.230.567;4.230.567;;;1.257.518;;;;;;;
21695;SWV;Samenwerkingsverband Unita;2014;2.578.150;2.578.150;;;;;;;;;;2.252.905;2.252.905;2.252.905;;;325.245;;;;;;10.000;10.000
21695;SWV;Samenwerkingsverband Unita;2015;6.165.496;6.165.496;;;;;;;;;;5.822.892;5.822.892;5.822.892;;;342.604;;;;;;22.340;22.340
21696;SWV;Stg. SWV PO Weert-Nederweert;2015;2.002.907;2.002.907;;15.427;15.427;15.427;;;;;;1.592.722;1.592.722;1.592.722;;;425.612;;;;;;;
21697;SWV;Bestuur STG SWV PO 20-01;2015;16.590.717;16.590.717;;3.340.662;3.340.662;3.340.662;;;;;;18.354.551;18.354.551;18.354.551;;;1.576.828;;;;;;;
21699;SWV;Stg.SWV PO Rijnstreek;2014;1.170.486;1.170.486;;10.447;10.447;10.447;;;;;;;;;;;1.180.933;;;;;;;
21699;SWV;Stg.SWV PO Rijnstreek;2015;4.161.006;4.161.006;;23.998;23.998;23.998;;;;;;2.852.432;2.852.432;2.852.432;;;1.332.572;;;;;;2.000;2.000
21700;SWV;Best. Stg. SWV PO Friesland;2015;17.842.660;17.842.660;;3.449.635;3.449.635;3.449.635;;;;;;18.816.081;18.816.081;18.816.081;;;2.476.214;;;;;;;
21704;SWV;SWV PO Veld Vaart & Vecht;2015;4.712.521;4.712.521;;;;;;;;;;;;;;;4.712.521;;;;;;;
21712;REC;s-Heeren Loo;2011;9.992.018;9.992.018;;91.671;91.671;3.592;;;88.079;;;;;;;;10.083.689;;;;;;539.469;539.469
21712;REC;s-Heeren Loo;2012;10.210.571;10.210.571;;;;;;;;;;;;;;;10.210.571;;;;;;456.235;456.235
21712;REC;s-Heeren Loo;2013;10.497.116;10.497.116;;;;;;;;;;;;;;;10.497.116;;;;;;562.875;562.875
21712;REC;s-Heeren Loo;2014;10.228.977;10.228.977;;;;;;;;;;;;;;;10.228.977;;;;;;290.521;290.521
21712;REC;s-Heeren Loo;2015;6.456.613;6.456.613;;;;;;;;;;;;;;;6.456.613;;;;;;433.170;433.170
21881;SBO;Stichting SO Amersfoort;2011;2.871.125;2.871.125;;32.442;32.442;23.940;;;8.502;;;;;;;;2.903.567;;;;;;27.184;27.184
21881;SBO;Stichting SO Amersfoort;2012;2.889.245;2.889.245;;55.861;55.861;8.000;;;47.861;;;;;;;;2.945.106;;;;;;44.768;44.768
21881;SBO;Stichting SO Amersfoort;2013;3.029.291;3.029.291;;134.519;134.519;8.000;;;126.519;;;;;;;;3.163.810;;;;;;96.827;96.827
21881;SBO;Stichting SO Amersfoort;2014;2.748.369;2.748.369;;74.377;74.377;2.472;;;71.905;;;;;;420.021;;3.242.767;;;;;;21.124;21.124
21881;SBO;Stichting SO Amersfoort;2015;2.991.033;2.991.033;;62.548;62.548;62.548;;;;;;;;;852.999;852.999;3.906.580;;;;;;43.692;43.692
22453;SBO;SAM, Stg v Spec Basisonderwijs;2011;3.499.791;3.499.791;;125.758;125.758;6.761;;;118.997;;;;;;;;3.625.549;;;;;;67.853;67.853
22453;SBO;SAM, Stg v Spec Basisonderwijs;2012;3.489.054;3.489.054;;105.314;105.314;;;;105.314;;;;;;;;3.594.368;;;;;;41.189;41.189
22453;SBO;SAM, Stg v Spec Basisonderwijs;2013;3.474.415;3.474.415;;95.509;95.509;;;;95.509;;;;;;;;3.569.924;;;;;;35.053;35.053
22453;SBO;SAM, Stg v Spec Basisonderwijs;2014;3.191.446;3.191.446;;53.402;53.402;;;;53.402;;;;;;7.014;;3.251.862;;;;;;34.612;34.612
22453;SBO;SAM, Stg v Spec Basisonderwijs;2015;3.054.823;3.054.823;;75.085;75.085;75.085;;;;;;;;;509.030;509.030;3.638.938;;;;;;32.206;32.206
22544;PO1;Ver Verst op Reform Goes;2011;1.087.714;1.087.714;;58.988;58.988;4.533;;;54.455;;;;;;;;1.146.702;;;;;;1.386;1.386
22544;PO1;Ver Verst op Reform Goes;2012;1.047.306;1.047.306;;69.413;69.413;;;;69.413;;;;;;;;1.116.719;;;;;;44.317;44.317
22544;PO1;Ver Verst op Reform Goes;2013;1.085.082;1.085.082;;88.393;88.393;;;;88.393;;;;;;;;1.173.475;;;;;;350;350
22544;PO1;Ver Verst op Reform Goes;2014;990.636;990.636;;66.076;66.076;66.076;;;;;;;;;23.628;;1.080.340;;;;;;;
22544;PO1;Ver Verst op Reform Goes;2015;978.589;978.589;;36.120;36.120;36.120;;;;;;;;;66.056;66.056;1.080.765;;;;;;;
22622;PO1;Ver v Chr Basisonderwijs;2011;1.315.625;1.315.625;;46.944;46.944;9.289;;;37.655;;;;;;;;1.362.569;;;;;;39.023;39.023
22622;PO1;Ver v Chr Basisonderwijs;2012;1.358.277;1.358.277;;39.221;39.221;;;;39.221;;;;;;;;1.397.498;;;;;;32.933;32.933
22622;PO1;Ver v Chr Basisonderwijs;2013;1.397.497;1.397.497;;33.792;33.792;;;;33.792;;;;;;;;1.431.289;7.530;7.530;;;7.530;-22.121;-14.591
22622;PO1;Ver v Chr Basisonderwijs;2014;1.420.191;1.420.191;;;;;;;;;;;;;14.912;;1.435.103;7.554;7.554;;;7.554;66.676;74.230
22622;PO1;Ver v Chr Basisonderwijs;2015;1.554.344;1.554.344;;30.502;30.502;30.502;;;;;;;;;40.164;40.164;1.625.010;;;;;;20.421;20.421
22712;PO1;Ver Stg Insth Sch md;2011;666.270;666.270;;67.202;67.202;12.073;;;55.129;;;;;;;;733.472;;;;;;2.191;2.191
22712;PO1;Ver Stg Insth Sch md;2012;677.719;677.719;;67.474;67.474;4.943;;;62.531;;;;;;;;745.193;;;;;;1.503;1.503
22712;PO1;Ver Stg Insth Sch md;2013;714.527;714.527;;95.516;95.516;6.692;;;88.824;;;;;;;;810.043;;;;;;113;113
22712;PO1;Ver Stg Insth Sch md;2014;678.929;678.929;;70.829;70.829;70.829;;;;;;;;;37.989;;787.747;;;;;;943;943
22712;PO1;Ver Stg Insth Sch md;2015;694.900;694.900;;19.685;19.685;19.685;;;;;;;;;73.167;73.167;787.752;;;;;;943;943
22725;PO4;S.I.K.O.;2011;12.763.364;12.763.364;;1.018.861;1.018.861;54.560;;;964.301;;;;;;;;13.782.225;;;;;;502.430;502.430
22725;PO4;S.I.K.O.;2012;12.599.260;12.599.260;;1.084.544;1.084.544;3.025;;;1.081.519;;;;;;;;13.683.804;;;;;;563.431;563.431
22725;PO4;S.I.K.O.;2013;13.007.162;13.007.162;;1.136.974;1.136.974;;;;1.136.974;;;;;;;;14.144.136;;;;;;552.104;552.104
22725;PO4;S.I.K.O.;2014;12.604.186;12.604.186;;1.105.479;1.105.479;;;;1.105.479;;;;;;;;13.709.665;;;;;;635.134;635.134
22725;PO4;S.I.K.O.;2015;13.063.773;13.063.773;;834.240;834.240;834.240;;;;;;;;;216.171;216.171;14.114.184;;;;;;583.067;583.067
22765;PO1;Ver Verstr Ond te Lisse;2011;1.176.273;1.176.273;;51.171;51.171;5.936;;;45.235;;;;;;;;1.227.444;;;;;;8.216;8.216
22765;PO1;Ver Verstr Ond te Lisse;2012;1.176.074;1.176.074;;57.271;57.271;;;;57.271;;;;;;;;1.233.345;;;;;;7.601;7.601
22765;PO1;Ver Verstr Ond te Lisse;2013;1.219.788;1.219.788;;50.896;50.896;;;;50.896;;;;;;;;1.270.684;;;;;;5.739;5.739
22765;PO1;Ver Verstr Ond te Lisse;2014;1.167.258;1.167.258;;52.244;52.244;52.244;;;;;;;;;15.994;;1.235.496;;;;;;3.785;3.785
22765;PO1;Ver Verstr Ond te Lisse;2015;1.223.478;1.223.478;;42.138;42.138;42.138;;;;;;;;;46.854;46.854;1.312.470;;;;;;;
23064;PO1;Ver Opr Insth Sch Geref;2011;559.370;559.370;;5.946;5.946;3.997;;;1.949;;;;;;;;565.316;;;;;;;
23064;PO1;Ver Opr Insth Sch Geref;2012;536.435;536.435;;11.261;11.261;;;;11.261;;;;;;;;547.696;;;;;;;
23064;PO1;Ver Opr Insth Sch Geref;2013;553.200;553.200;;19.008;19.008;;;;19.008;;;;;;;;572.208;;;;;;;
23064;PO1;Ver Opr Insth Sch Geref;2014;539.011;539.011;;;;;;;;;;;;;10.670;;549.681;;;;;;4.429;4.429
23064;PO1;Ver Opr Insth Sch Geref;2015;529.769;529.769;;10.244;10.244;10.244;;;;;;;;;26.827;26.827;566.840;;;;;;;
23128;PO5;Quo Vadis;2011;23.935.580;23.935.580;;384.118;384.118;63.838;;;320.280;;;;;;;;24.319.698;294.386;294.386;;;294.386;;294.386
23128;PO5;Quo Vadis;2012;23.209.045;23.209.045;;623.179;623.179;500;;;622.679;;;;;;;;23.832.224;177.593;177.593;;;177.593;;177.593
23128;PO5;Quo Vadis;2013;23.365.310;23.365.310;;712.657;712.657;;;;712.657;;;;;;;;24.077.967;170.755;170.755;;;170.755;;170.755
23128;PO5;Quo Vadis;2014;21.480.015;21.480.015;;738.709;738.709;;;;738.709;;;;;;532.200;;22.750.924;290.694;290.694;;;290.694;;290.694
23128;PO5;Quo Vadis;2015;20.615.291;20.615.291;;668.813;668.813;668.813;;;;;;;;;1.188.784;1.188.784;22.472.888;;;;;;575.691;575.691
23337;PO2;Ver voor PCO Rhenen;2011;2.406.353;2.406.353;;11.124;11.124;8.536;;;2.588;;;;;;;;2.417.477;;;;;;;
23337;PO2;Ver voor PCO Rhenen;2012;2.384.120;2.384.120;;3.625;3.625;;;;3.625;;;;;;;;2.387.745;;;;;;200;200
23337;PO2;Ver voor PCO Rhenen;2013;2.398.373;2.398.373;;;;;;;;;;;;;;;2.398.373;;;;;;;
23337;PO2;Ver voor PCO Rhenen;2014;2.166.757;2.166.757;;85.045;85.045;85.045;;;;;;;;;26.799;;2.278.601;;;;;;1.401;1.401
23337;PO2;Ver voor PCO Rhenen;2015;2.269.043;2.269.043;;108.396;108.396;108.396;;;;;;;;;81.567;81.567;2.459.006;;;;;;37;37
23440;PO1;Schoolver Willemspark;2011;996.038;996.038;;34.315;34.315;3.436;;;30.879;;;;;;;;1.030.353;;;;;;50.214;50.214
23440;PO1;Schoolver Willemspark;2012;1.003.460;1.003.460;;28.079;28.079;1.551;;;26.528;;;;;;;;1.031.539;;;;;;86.891;86.891
23440;PO1;Schoolver Willemspark;2013;968.021;968.021;;106.324;106.324;;;;106.324;;;;;;;;1.074.345;;;;;;98.592;98.592
23440;PO1;Schoolver Willemspark;2014;988.205;988.205;;46.665;46.665;;;;46.665;;;;;;;;1.034.870;;;;;;69.982;69.982
23440;PO1;Schoolver Willemspark;2015;1.062.674;1.062.674;;27.102;27.102;27.102;;;;;;;;;58.364;58.364;1.148.140;;;;;;65.049;65.049
23545;PO1;Ver Verstr v KL en LO;2011;605.629;605.629;;41.119;41.119;2.591;;;38.528;;;;;;;;646.748;2.110;2.110;;;2.110;3.662;5.772
23545;PO1;Ver Verstr v KL en LO;2012;606.755;606.755;;45.394;45.394;;;;45.394;;;;;;;;652.149;956;956;;;956;11.300;12.256
23545;PO1;Ver Verstr v KL en LO;2013;614.210;614.210;;52.969;52.969;;;;52.969;;;;;;;;667.179;474;474;;;474;5.163;5.637
23545;PO1;Ver Verstr v KL en LO;2014;605.446;605.446;;40.877;40.877;40.877;;;;;;;;;22.085;;668.408;;;;;;14.840;14.840
23545;PO1;Ver Verstr v KL en LO;2015;648.396;648.396;;15.451;15.451;15.451;;;;;;;;;45.915;45.915;709.762;;;;;;2.609;2.609
23674;PO2;Sch met de Bijbel;2011;1.921.390;1.921.390;;9.289;9.289;7.114;;;2.175;;;;;;;;1.930.679;13.991;13.991;;;13.991;;13.991
23674;PO2;Sch met de Bijbel;2012;1.928.529;1.928.529;;3.045;3.045;;;;3.045;;;;;;;;1.931.574;27.161;27.161;;;27.161;;27.161
23674;PO2;Sch met de Bijbel;2013;1.940.662;1.940.662;;;;;;;;;;;;;;;1.940.662;3.995;3.995;;;3.995;;3.995
23674;PO2;Sch met de Bijbel;2014;1.779.941;1.779.941;;71.398;71.398;71.398;;;;;;;;;42.712;;1.894.051;;;;;;70.400;70.400
23674;PO2;Sch met de Bijbel;2015;1.757.163;1.757.163;;55.073;55.073;55.073;;;;;;;;;98.161;98.161;1.910.397;;;;;;;
23805;PO2;Ver tt h Verstr v Ond;2011;1.622.825;1.622.825;;69.150;69.150;18.494;;;50.656;;;;;;;;1.691.975;;;;;;2.850;2.850
23805;PO2;Ver tt h Verstr v Ond;2012;1.643.676;1.643.676;;82.205;82.205;9.910;;;72.295;;;;;;;;1.725.881;;;;;;757;757
23805;PO2;Ver tt h Verstr v Ond;2013;1.772.821;1.772.821;;90.816;90.816;1.701;;;89.115;;;;;;;;1.863.637;;;;;;1.684;1.684
23805;PO2;Ver tt h Verstr v Ond;2014;1.753.987;1.753.987;;88.236;88.236;88.236;;;;;;;;;48.225;;1.890.448;;;;;;5.000;5.000
23805;PO2;Ver tt h Verstr v Ond;2015;1.959.160;1.959.160;;47.954;47.954;47.954;;;;;;;;;111.591;111.591;2.118.705;;;;;;13.579;13.579
23883;PO2;Ver TT Verstr v BSO op;2011;1.926.997;1.926.997;;78.863;78.863;16.138;;;62.725;;;;;;;;2.005.860;;;;;;23.009;23.009
