BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;3.1.1 - RIJKSBIJDRAGEN OCW/EZ;3.1.1.1 - RIJKSBIJDRAGE OCW;3.1.1.2 - RIJKSBIJDRAGE EZ;3.1.2 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1.1 - OVERIGE SUBSIDIES OCW;3.1.2.1.2 - GEOORMERKTE SUBSIDIES;3.1.2.2 - OVERIGE SUBSIDIES EZ;3.1.2.2.1 - OVERIGE SUBSIDIES EZ;3.1.2.2.2 - NIET-GEOORMERKTE SUBSIDIES;3.1.2.3.1 - TOEREKENING INVESTERINGSSUBSIDIES;3.1.3 - AF: INKOMENSOVERDRACHTEN;3.1.3.2 - DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.3T - INKOMENSOVERDRACHTEN;3.1.4 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.4.1 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1T - RIJKSBIJDRAGEN;3.2.1 - PARTICIPATIEBUDGET;3.2.1.1 - BIJDRAGE EDUCATIE;3.2.1.3 - REÏNTEGRATIE;3.2.1.4 - INBURGERING;3.2.1T - PARTICIPATIEBUDGET;3.2.2 - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES;3.2T - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES
65287;PO5;Dr Schaepmanstg;2015;19.290.353;19.290.353;;775.635;775.635;775.635;;;;;;;;;1.041.410;1.041.410;21.107.398;;;;;;270.332;270.332
65430;PO4;Stg Kath Ond Soest;2011;5.842.078;5.842.078;;103.628;103.628;13.316;;;90.312;;;;;;;;5.945.706;;;;;;40.943;40.943
65430;PO4;Stg Kath Ond Soest;2012;5.745.604;5.745.604;;222.855;222.855;1.000;;;221.855;;;;;;;;5.968.459;;;;;;37.316;37.316
65430;PO4;Stg Kath Ond Soest;2013;5.850.151;5.850.151;;557.468;557.468;;;;557.468;;;;;;;;6.407.619;;;;;;23.686;23.686
65430;PO4;Stg Kath Ond Soest;2014;5.984.790;5.984.790;;277.464;277.464;277.464;;;;;;;;;58.335;;6.320.589;;;;;;4.035;4.035
65430;PO4;Stg Kath Ond Soest;2015;6.148.215;6.148.215;;177.541;177.541;177.541;;;;;;;;;197.996;197.996;6.523.752;;;;;;2.621;2.621
65768;PO1;Stg Kath Ond Achterveld;2011;783.993;783.993;;98.933;98.933;12.824;;;86.109;;;;;;;;882.926;619;619;;;619;3.374;3.993
65768;PO1;Stg Kath Ond Achterveld;2012;746.532;746.532;;106.015;106.015;9.268;;;96.747;;;;;;;;852.547;;;;;;3.374;3.374
65768;PO1;Stg Kath Ond Achterveld;2013;732.119;732.119;;143.751;143.751;;;;143.751;;;;;;;;875.870;;;;;;;
65768;PO1;Stg Kath Ond Achterveld;2014;794.297;794.297;;53.102;53.102;53.102;;;;;;;;;13.309;13.309;860.708;;;;;;;
65768;PO1;Stg Kath Ond Achterveld;2015;807.692;807.692;;35.960;35.960;35.960;;;;;;;;;30.133;30.133;873.785;;;;;;;
68329;PO3;Stg Kath Onderwijs Wassenaar;2011;2.813.645;2.813.645;;;;;;;;;;;;;;;2.813.645;69.116;69.116;;;69.116;;69.116
68329;PO3;Stg Kath Onderwijs Wassenaar;2012;2.814.775;2.814.775;;;;;;;;;;;;;;;2.814.775;66.574;66.574;;;66.574;;66.574
68329;PO3;Stg Kath Onderwijs Wassenaar;2013;2.942.513;2.942.513;;;;;;;;;;;;;;;2.942.513;;;;;;69.797;69.797
68329;PO3;Stg Kath Onderwijs Wassenaar;2014;2.787.721;2.787.721;;;;;;;;;;;;;31.054;;2.818.775;;;;;;68.751;68.751
68329;PO3;Stg Kath Onderwijs Wassenaar;2015;2.041.690;2.041.690;;997.581;997.581;997.581;;;;;;;;;;;3.039.271;;;;;;74.109;74.109
68836;PO5;Stg Kath Ond Twenterand;2011;12.212.314;12.212.314;;221.121;221.121;46.691;;;174.430;;;;;;;;12.433.435;;;;;;112.751;112.751
68836;PO5;Stg Kath Ond Twenterand;2012;11.967.421;11.967.421;;726.365;726.365;500;;;725.865;;;;;;;;12.693.786;;;;;;127.214;127.214
68836;PO5;Stg Kath Ond Twenterand;2013;12.598.813;12.598.813;;728.314;728.314;;;;728.314;;;;;;;;13.327.127;;;;;;74.867;74.867
68836;PO5;Stg Kath Ond Twenterand;2014;12.071.666;12.071.666;;623.627;623.627;;;;623.627;;;;;;235.324;;12.930.617;;;;;;67.226;67.226
68836;PO5;Stg Kath Ond Twenterand;2015;12.613.253;12.613.253;;290.405;290.405;290.405;;;;;;-558.616;-558.616;-558.616;;;13.462.274;;;;;;70.912;70.912
69447;PO4;Het Sticht, Stg Kath PO Zeist;2011;10.035.512;10.035.512;;260.786;260.786;36.324;;;224.462;;;;;;;;10.296.298;;;;;;80.740;80.740
69447;PO4;Het Sticht, Stg Kath PO Zeist;2012;10.043.151;10.043.151;;396.734;396.734;;;;396.734;;;;;;;;10.439.885;;;;;;118.193;118.193
69447;PO4;Het Sticht, Stg Kath PO Zeist;2013;9.735.422;9.735.422;;880.506;880.506;;;;880.506;;;;;;;;10.615.928;;;;;;92.778;92.778
69447;PO4;Het Sticht, Stg Kath PO Zeist;2014;9.473.667;9.473.667;;505.772;505.772;505.772;;;;;;;;;213.614;213.614;10.193.053;;;;;;74.125;74.125
69447;PO4;Het Sticht, Stg Kath PO Zeist;2015;9.803.450;9.803.450;;298.474;298.474;298.474;;;;;;;;;440.518;440.518;10.542.442;;;;;;165.736;165.736
69539;PO2;Stg PC Ond Etten Leur;2011;1.748.293;1.748.293;;143.803;143.803;3.777;;;139.054;;972;;;;;;1.892.096;16.549;16.549;;;16.549;;16.549
69539;PO2;Stg PC Ond Etten Leur;2012;1.890.636;1.890.636;;107.227;107.227;;;;106.255;;972;;;;;;1.997.863;16.549;16.549;;;16.549;;16.549
69539;PO2;Stg PC Ond Etten Leur;2013;1.823.136;1.823.136;;204.315;204.315;;;;203.343;;972;;;;;;2.027.451;;;;;;15.170;15.170
69539;PO2;Stg PC Ond Etten Leur;2014;1.797.151;1.797.151;;96.235;96.235;96.235;;;;;;;;;38.114;;1.931.500;;;;;;11.415;11.415
69539;PO2;Stg PC Ond Etten Leur;2015;1.828.898;1.828.898;;58.756;58.756;58.756;;;;;;;;;76.922;76.922;1.964.576;;;;;;9.015;9.015
69643;PO1;Ver Reform Ond;2011;662.753;662.753;;18.469;18.469;1.851;;;16.618;;;;;;;;681.222;;;;;;2.700;2.700
69643;PO1;Ver Reform Ond;2012;643.433;643.433;;21.627;21.627;;;;21.627;;;;;;;;665.060;;;;;;3.225;3.225
69643;PO1;Ver Reform Ond;2013;722.456;722.456;;18.431;18.431;2.143;;;16.288;;;;;;;;740.887;;;;;;2.981;2.981
69643;PO1;Ver Reform Ond;2014;713.486;713.486;;22.827;22.827;22.827;;;;;;;;;8.699;;745.012;;;;;;2.925;2.925
69643;PO1;Ver Reform Ond;2015;746.062;746.062;;18.862;18.862;18.862;;;;;;;;;23.825;23.825;788.749;;;;;;2.925;2.925
69669;PO4;Ver Chr Ond Groningen;2011;13.049.328;13.049.328;;;;;;;;;;;;;;;13.049.328;394.576;394.576;;;394.576;;394.576
69669;PO4;Ver Chr Ond Groningen;2012;13.177.289;13.177.289;;;;;;;;;;;;;;;13.177.289;1.834.828;1.834.828;;;1.834.828;;1.834.828
69669;PO4;Ver Chr Ond Groningen;2013;14.402.183;14.402.183;;;;;;;;;;;;;;;14.402.183;339.507;339.507;;;339.507;;339.507
69669;PO4;Ver Chr Ond Groningen;2014;14.091.302;14.091.302;;;;;;;;;;;;;;;14.091.302;378.134;378.134;;;378.134;;378.134
69669;PO4;Ver Chr Ond Groningen;2015;14.682.812;14.682.812;;375.305;375.305;375.305;;;;;;;;;;;15.058.117;;;;;;;
69799;PO1;Kath Stg Willibrordus;2011;863.956;863.956;;49.653;49.653;5.594;;;44.059;;;;;;;;913.609;;;;;;30.421;30.421
69799;PO1;Kath Stg Willibrordus;2012;882.696;882.696;;48.239;48.239;;;;48.239;;;;;;;;930.935;;;;;;25.312;25.312
69799;PO1;Kath Stg Willibrordus;2013;953.121;953.121;;46.186;46.186;;;;46.186;;;;;;;;999.307;;;;;;18.669;18.669
69799;PO1;Kath Stg Willibrordus;2014;954.861;954.861;;35.725;35.725;;;;35.725;;;;;;;;990.586;;;;;;18.218;18.218
69799;PO1;Kath Stg Willibrordus;2015;1.019.580;1.019.580;;21.741;21.741;21.741;;;;;;;;;8.855;8.855;1.050.176;;;;;;13.810;13.810
69877;PO4;PRICOH;2011;9.104.551;9.104.551;;897.458;897.458;26.864;;;870.594;;;;;;;;10.002.009;10.400;10.400;;;10.400;36.825;47.225
69877;PO4;PRICOH;2012;8.951.049;8.951.049;;957.793;957.793;;;;957.793;;;;;;;;9.908.842;25.000;25.000;;;25.000;;25.000
69877;PO4;PRICOH;2013;9.495.545;9.495.545;;897.945;897.945;;;;897.945;;;;;;;;10.393.490;14.600;14.600;;;14.600;;14.600
69877;PO4;PRICOH;2014;9.575.273;9.575.273;;619.356;619.356;;;;619.356;;;;;;80.875;80.875;10.275.504;;;;;;;
69877;PO4;PRICOH;2015;10.313.528;10.313.528;;332.651;332.651;332.651;;;;;;-310.359;-310.359;-310.359;;;10.956.538;;;;;;27.287;27.287
70002;PO5;Stichting KSWW;2011;17.246.828;17.246.828;;513.866;513.866;34.320;;;479.546;;;;;;;;17.760.694;;;;;;64.383;64.383
70002;PO5;Stichting KSWW;2012;18.031.625;18.031.625;;833.514;833.514;3.000;;;830.514;;;;;;;;18.865.139;;;;;;38.159;38.159
70002;PO5;Stichting KSWW;2013;17.378.243;17.378.243;;1.821.421;1.821.421;;;;1.821.421;;;;;;;;19.199.664;;;;;;157.493;157.493
70002;PO5;Stichting KSWW;2014;17.909.320;17.909.320;;865.803;865.803;9.283;;;856.520;;;;;;261.046;;19.036.169;;;;;;48.117;48.117
70002;PO5;Stichting KSWW;2015;18.172.606;18.172.606;;410.133;410.133;410.133;;;;;;;;;699.417;699.417;19.282.156;;;;;;30.086;30.086
70033;PO1;Ver Alg Ond Kockengen eo;2011;458.808;458.808;;24.923;24.923;1.664;;;23.259;;;;;;;;483.731;443;443;;;443;;443
70033;PO1;Ver Alg Ond Kockengen eo;2012;1.226.330;1.226.330;;57.865;57.865;;;;57.865;;;;;;;;1.284.195;;;;;;117.471;117.471
70033;PO1;Ver Alg Ond Kockengen eo;2013;997.309;997.309;;240.272;240.272;;;;240.272;;;;;;;;1.237.581;;;;;;461;461
70033;PO1;Ver Alg Ond Kockengen eo;2014;865.595;865.595;;188.590;188.590;188.590;;;;;;;;;13.555;13.555;1.067.740;;;;;;3.600;3.600
70033;PO1;Ver Alg Ond Kockengen eo;2015;1.037.500;1.037.500;;242.531;242.531;242.531;;;;;;;;;36.428;36.428;1.316.459;;;;;;;
70085;PO3;S H S;2011;5.184.546;5.184.546;;257.494;257.494;39.518;;;217.976;;;;;;;;5.442.040;;;;;;19.998;19.998
70085;PO3;S H S;2012;5.358.602;5.358.602;;;;;;;;;;;;;;;5.358.602;;;;;;160.303;160.303
70085;PO3;S H S;2013;5.477.246;5.477.246;;;;;;;;;;;;;;;5.477.246;;;;;;107.808;107.808
70085;PO3;S H S;2014;5.265.525;5.265.525;;;;;;;;;;;;;119.963;;5.385.488;;;;;;13.317;13.317
70085;PO3;S H S;2015;5.417.524;5.417.524;;;;;;;;;;;;;162.706;162.706;5.580.230;;;;;;31.869;31.869
70163;REC;Stg ZML Twente/Oost-Gelderland;2011;10.662.532;10.662.532;;71.008;71.008;12.461;;;58.547;;;;;;;;10.733.540;;;;;;59.801;59.801
70163;REC;Stg ZML Twente/Oost-Gelderland;2012;10.651.855;10.651.855;;109.385;109.385;;;;109.385;;;;;;;;10.761.240;;;;;;48.262;48.262
70163;REC;Stg ZML Twente/Oost-Gelderland;2013;10.630.518;10.630.518;;132.692;132.692;;;;132.692;;;;;;;;10.763.210;;;;;;37.380;37.380
70163;REC;Stg ZML Twente/Oost-Gelderland;2014;10.577.978;10.577.978;;133.222;133.222;;;;133.222;;;;;;42.463;;10.753.663;;;;;;175.462;175.462
70163;REC;Stg ZML Twente/Oost-Gelderland;2015;10.862.522;10.862.522;;94.382;94.382;94.382;;;;;;;;;313.569;313.569;11.270.473;;;;;;95.072;95.072
70176;PO6;Stg Chr Ond Haaglanden;2011;55.217.005;55.217.005;;2.492.674;2.492.674;253.915;;;2.229.681;;9.078;;;;;;57.709.679;;;;;;5.849.537;5.849.537
70176;PO6;Stg Chr Ond Haaglanden;2012;55.585.694;51.215.219;4.370.475;3.064.353;3.064.353;129.520;;;2.926.639;;8.194;;;;;;58.650.047;;;;;;6.352.430;6.352.430
70176;PO6;Stg Chr Ond Haaglanden;2013;57.686.123;53.349.952;4.336.171;3.621.082;3.621.082;20.986;;;3.593.047;;7.049;;;;;;61.307.205;;;;;;8.113.447;8.113.447
70176;PO6;Stg Chr Ond Haaglanden;2014;56.829.905;52.304.028;4.525.877;2.995.180;2.995.180;;;;2.995.180;;;;;;;;59.825.085;;;;;;7.888.980;7.888.980
70176;PO6;Stg Chr Ond Haaglanden;2015;55.727.000;55.727.000;;960.000;960.000;960.000;;;;;;;;;1.847.000;1.847.000;58.534.000;;;;;;9.318.000;9.318.000
70280;PO1;Ver v PC Basisonderwijs;2011;623.503;623.503;;11.616;11.616;3.064;;;8.552;;;;;;;;635.119;;;;;;49.366;49.366
70280;PO1;Ver v PC Basisonderwijs;2012;599.227;599.227;;22.030;22.030;;;;22.030;;;;;;;;621.257;;;;;;19.133;19.133
70280;PO1;Ver v PC Basisonderwijs;2013;615.261;615.261;;31.145;31.145;;;;31.145;;;;;;;;646.406;;;;;;30.539;30.539
70280;PO1;Ver v PC Basisonderwijs;2014;594.115;594.115;;30.175;30.175;;;;30.175;;;;;;;;624.290;;;;;;3.671;3.671
70280;PO1;Ver v PC Basisonderwijs;2015;613.609;613.609;;12.714;12.714;12.714;;;;;;;;;38.043;38.043;664.366;;;;;;3.941;3.941
70358;PO1;Verstr Ond Grf Grondslag;2011;455.713;455.713;;21.574;21.574;1.620;;;19.954;;;;;;;;477.287;;;;;;;
70358;PO1;Verstr Ond Grf Grondslag;2012;481.844;481.844;;38.173;38.173;;;;38.173;;;;;;;;520.017;;;;;;17.791;17.791
70358;PO1;Verstr Ond Grf Grondslag;2013;531.790;531.790;;35.165;35.165;;;;35.165;;;;;;;;566.955;;;;;;;
70358;PO1;Verstr Ond Grf Grondslag;2014;526.376;526.376;;30.761;30.761;30.761;;;;;;;;;13.415;;570.552;;;;;;;
70358;PO1;Verstr Ond Grf Grondslag;2015;570.096;570.096;;14.437;14.437;14.437;;;;;;;;;35.854;35.854;620.387;;;;;;;
70644;PO1;RK Ond Stg;2011;1.308.803;1.308.803;;13.674;13.674;6.032;;;7.642;;;;;;;;1.322.477;;;;;;;
70644;PO1;RK Ond Stg;2012;1.294.282;1.294.282;;18.759;18.759;;;;18.759;;;;;;;;1.313.041;;;;;;4.296;4.296
70644;PO1;RK Ond Stg;2013;1.296.894;1.296.894;;11.319;11.319;;;;11.319;;;;;;;;1.308.213;;;;;;4.296;4.296
70644;PO1;RK Ond Stg;2014;1.170.414;1.170.414;;4.177;4.177;;;;4.177;;;;;;9.865;;1.184.456;;;;;;9.541;9.541
70644;PO1;RK Ond Stg;2015;1.176.884;1.176.884;;;;;;;;;;;;;26.384;26.384;1.203.268;;;;;;2.740;2.740
71008;PO5;Stichting Leerrijk;2011;16.193.870;16.193.870;;988.042;988.042;71.573;;;916.469;;;;;;;;17.181.912;;;;;;62.880;62.880
71008;PO5;Stichting Leerrijk;2012;15.996.960;15.996.960;;1.242.843;1.242.843;9.001;;;1.233.842;;;;;;;;17.239.803;;;;;;40.638;40.638
71008;PO5;Stichting Leerrijk;2013;15.453.733;15.453.733;;1.882.573;1.882.573;;;;1.882.573;;;;;;;;17.336.306;;;;;;74.267;74.267
71008;PO5;Stichting Leerrijk;2014;15.197.266;15.197.266;;1.066.299;1.066.299;16.321;;;1.049.978;;;;;;297.496;297.496;16.561.061;;;;;;140.217;140.217
71008;PO5;Stichting Leerrijk;2015;15.366.730;15.366.730;;586.546;586.546;586.546;;;;;;;;;636.245;636.245;16.589.521;;;;;;361.654;361.654
71242;PO1;Ver Deventer Leerschool;2011;915.763;915.763;;41.624;41.624;3.197;;;38.427;;;;;;;;957.387;;;;;;7.941;7.941
71242;PO1;Ver Deventer Leerschool;2012;958.720;958.720;;29.593;29.593;;;;29.593;;;;;;;;988.313;;;;;;;
71242;PO1;Ver Deventer Leerschool;2013;1.004.647;1.004.647;;15.526;15.526;;;;15.526;;;;;;;;1.020.173;;;;;;;
71242;PO1;Ver Deventer Leerschool;2014;969.036;969.036;;4.177;4.177;;;;4.177;;;;;;9.077;;982.290;;;;;;;
71242;PO1;Ver Deventer Leerschool;2015;1.032.380;1.032.380;;22.687;22.687;22.687;;;;;;;;;20.566;20.566;1.075.633;;;;;;;
71346;PO1;Ver Samenw Sch Jenaplan;2011;789.915;789.915;;23.189;23.189;506;;;22.683;;;;;;;;813.104;;;;;;11.332;11.332
71346;PO1;Ver Samenw Sch Jenaplan;2012;797.993;797.993;;62.514;62.514;;;;62.514;;;;;;;;860.507;;;;;;23.672;23.672
71346;PO1;Ver Samenw Sch Jenaplan;2013;769.405;769.405;;78.242;78.242;;;;78.242;;;;;;;;847.647;;;;;;11.824;11.824
71346;PO1;Ver Samenw Sch Jenaplan;2014;746.663;746.663;;32.910;32.910;32.910;;;;;;;;;6.020;;785.593;;;;;;12.060;12.060
71346;PO1;Ver Samenw Sch Jenaplan;2015;787.206;787.206;;;;;;;;;;;;;28.863;28.863;816.069;;;;;;12.169;12.169
71371;REC;St Martinus Stg v RK Buo;2011;3.875.278;3.875.278;;104.050;104.050;3.825;;;100.225;;;;;;;;3.979.328;;;;;;77.742;77.742
71371;REC;St Martinus Stg v RK Buo;2012;3.976.944;3.976.944;;108.269;108.269;2.852;;;105.417;;;;;;;;4.085.213;;;;;;94.708;94.708
71371;REC;St Martinus Stg v RK Buo;2013;4.003.409;4.003.409;;140.207;140.207;;;;140.207;;;;;;;;4.143.616;;;;;;70.037;70.037
71371;REC;St Martinus Stg v RK Buo;2014;4.138.286;4.138.286;;94.797;94.797;94.797;;;;;;;;;2.840;;4.235.923;;;;;;73.310;73.310
71371;REC;St Martinus Stg v RK Buo;2015;4.432.424;4.432.424;;137.242;137.242;137.242;;;;;;;;;43.030;43.030;4.612.696;;;;;;106.247;106.247
71463;PO1;Ver de Opbouw;2011;416.093;416.093;;11.212;11.212;1.760;;;9.452;;;;;;;;427.305;5.163;5.163;;;5.163;28.647;33.810
71463;PO1;Ver de Opbouw;2012;420.795;420.795;;7.882;7.882;;;;7.882;;;;;;;;428.677;4.971;4.971;;;4.971;14.878;19.849
71463;PO1;Ver de Opbouw;2013;447.205;447.205;;8.559;8.559;;;;8.559;;;;;;;;455.764;6.357;6.357;;;6.357;7.524;13.881
71463;PO1;Ver de Opbouw;2014;498.298;498.298;;9.526;9.526;;;;9.526;;;;;;6.925;6.925;514.749;2.769;2.769;;;2.769;14.811;17.580
71463;PO1;Ver de Opbouw;2015;560.122;560.122;;15.262;15.262;15.262;;;;;;;;;21.851;21.851;597.235;;;;;;11.837;11.837
71488;PO5;Stg v Kath PO Amersfoort;2011;25.723.961;25.723.961;;573.715;573.715;119.561;;;454.154;;;;;;;;26.297.676;;;;;;350.490;350.490
71488;PO5;Stg v Kath PO Amersfoort;2012;26.265.096;26.265.096;;954.689;954.689;91.092;;;863.597;;;;;;;;27.219.785;;;;;;404.748;404.748
71488;PO5;Stg v Kath PO Amersfoort;2013;27.648.834;27.648.834;;852.352;852.352;15.585;;;836.767;;;;;;;;28.501.186;;;;;;268.258;268.258
71488;PO5;Stg v Kath PO Amersfoort;2014;26.300.549;26.300.549;;560.362;560.362;560.362;;;;;;;;;287.192;287.192;27.148.103;;;;;;212.837;212.837
71488;PO5;Stg v Kath PO Amersfoort;2015;26.749.463;26.749.463;;618.229;618.229;618.229;;;;;;;;;975.289;975.289;28.342.981;;;;;;219.977;219.977
71502;PO1;Stg voor Freinet Ond Utrecht;2011;944.213;944.213;;71.307;71.307;2.178;;;69.129;;;;;;;;1.015.520;6.468;6.468;;;6.468;10.219;16.687
71502;PO1;Stg voor Freinet Ond Utrecht;2012;963.344;963.344;;91.264;91.264;;;;91.264;;;;;;;;1.054.608;6.468;6.468;;;6.468;9.725;16.193
71502;PO1;Stg voor Freinet Ond Utrecht;2013;960.770;960.770;;146.809;146.809;;;;146.809;;;;;;;;1.107.579;6.468;6.468;;;6.468;9.296;15.764
71502;PO1;Stg voor Freinet Ond Utrecht;2014;1.000.218;1.000.218;;104.828;104.828;;;;104.828;;;;;;;;1.105.046;6.468;6.468;;;6.468;9.118;15.586
71502;PO1;Stg voor Freinet Ond Utrecht;2015;1.099.953;1.099.953;;28.119;28.119;28.119;;;;;;;;;67.698;67.698;1.195.770;;;;;;21.069;21.069
71515;PO1;Ver Insth Sch md Bijbel;2011;794.232;794.232;;13.343;13.343;1.297;;;12.046;;;;;;;;807.575;;;;;;2.217;2.217
71515;PO1;Ver Insth Sch md Bijbel;2012;792.845;792.845;;31.359;31.359;;;;31.359;;;;;;;;824.204;;;;;;12.651;12.651
71515;PO1;Ver Insth Sch md Bijbel;2013;772.193;772.193;;69.221;69.221;;;;69.221;;;;;;;;841.414;;;;;;;
71515;PO1;Ver Insth Sch md Bijbel;2014;764.432;764.432;;34.150;34.150;;;;34.150;;;;;;;;798.582;;;;;;;
71515;PO1;Ver Insth Sch md Bijbel;2015;769.905;769.905;;15.607;15.607;15.607;;;;;;;;;23.769;23.769;809.281;;;;;;2.406;2.406
71749;PO5;Stg PO Peelraam;2011;9.995.651;9.995.651;;28.570;28.570;28.570;;;;;;;;;;;10.024.221;46.890;46.890;;;46.890;9.636;56.526
71749;PO5;Stg PO Peelraam;2012;9.824.178;9.824.178;;;;;;;;;;;;;;;9.824.178;78.439;78.439;;;78.439;;78.439
71749;PO5;Stg PO Peelraam;2013;9.944.554;9.944.554;;;;;;;;;;;;;;;9.944.554;;;;;;73.133;73.133
71749;PO5;Stg PO Peelraam;2014;9.278.373;9.278.373;;;;;;;;;;;;;;;9.278.373;;;;;;86.240;86.240
71749;PO5;Stg PO Peelraam;2015;8.980.698;8.980.698;;56.964;56.964;56.964;;;;;;;;;262.521;262.521;9.300.183;;;;;;21.349;21.349
71956;PO4;Stg Primair Ond De Linge;2011;12.160.134;12.160.134;;103.982;103.982;28.056;;;75.926;;;;;;;;12.264.116;;;;;;95.837;95.837
71956;PO4;Stg Primair Ond De Linge;2012;12.360.307;12.360.307;;68.125;68.125;1.494;;;66.631;;;;;;;;12.428.432;;;;;;62.207;62.207
71956;PO4;Stg Primair Ond De Linge;2013;12.748.891;12.748.891;;;;;;;;;;;;;;;12.748.891;;;;;;49.527;49.527
71956;PO4;Stg Primair Ond De Linge;2014;11.749.310;11.749.310;;398.841;398.841;398.841;;;;;;;;;122.887;122.887;12.271.038;;;;;;37.210;37.210
71956;PO4;Stg Primair Ond De Linge;2015;11.632.132;11.632.132;;231.438;231.438;231.438;;;;;;149.382;149.382;149.382;767.722;767.722;12.481.910;;;;;;66.711;66.711
72087;PO1;Coop. de Vrije School Utrecht;2011;1.009.116;1.009.116;;13.522;13.522;2.519;;;11.003;;;;;;;;1.022.638;;;;;;25.938;25.938
72087;PO1;Coop. de Vrije School Utrecht;2012;1.007.725;1.007.725;;56.100;56.100;;;;56.100;;;;;;;;1.063.825;;;;;;;
72087;PO1;Coop. de Vrije School Utrecht;2013;1.086.732;1.086.732;;74.615;74.615;;;;74.615;;;;;;;;1.161.347;;;;;;;
72087;PO1;Coop. de Vrije School Utrecht;2014;1.133.365;1.133.365;;87.472;87.472;;;;87.472;;;;;;;;1.220.837;;;;;;7.167;7.167
72087;PO1;Coop. de Vrije School Utrecht;2015;1.359.662;1.359.662;;;;;;;;;;;;;75.480;75.480;1.435.142;;;;;;20.752;20.752
72100;PO1;Ver Willem de Zwijgersch;2011;1.684.320;1.684.320;;31.456;31.456;;;;31.456;;;;;;;;1.715.776;;;;;;45.690;45.690
72100;PO1;Ver Willem de Zwijgersch;2012;1.731.765;1.731.765;;77.973;77.973;1.000;;;76.973;;;;;;;;1.809.738;;;;;;44.832;44.832
72100;PO1;Ver Willem de Zwijgersch;2013;1.797.270;1.797.270;;87.212;87.212;;;;87.212;;;;;;;;1.884.482;;;;;;81.459;81.459
72100;PO1;Ver Willem de Zwijgersch;2014;1.754.638;1.754.638;;77.825;77.825;;;;77.825;;;;;;;;1.832.463;;;;;;65.738;65.738
72100;PO1;Ver Willem de Zwijgersch;2015;1.892.412;1.892.412;;49.664;49.664;49.664;;;;;;;;;44.848;44.848;1.986.924;;;;;;48.905;48.905
72242;PO1;Stg RK Ond Aerdenhout;2011;942.175;942.175;;15.734;15.734;4.044;;;11.690;;;;;;;;957.909;;;;;;30.374;30.374
72242;PO1;Stg RK Ond Aerdenhout;2012;941.286;941.286;;27.253;27.253;;;;27.253;;;;;;;;968.539;;;;;;32.469;32.469
72242;PO1;Stg RK Ond Aerdenhout;2013;1.036.919;1.036.919;;;;;;;;;;;;;;;1.036.919;;;;;;31.569;31.569
72242;PO1;Stg RK Ond Aerdenhout;2014;1.001.774;1.001.774;;;;;;;;;;;;;21.562;;1.023.336;;;;;;30.292;30.292
72242;PO1;Stg RK Ond Aerdenhout;2015;739.302;739.302;;375.021;375.021;375.021;;;;;;;;;;;1.114.323;;;;;;33.907;33.907
72386;PO1;Ver Stg Insth Sch md B;2011;781.794;781.794;;11.964;11.964;2.957;;;8.818;;189;;;;;;793.758;;;;;;575;575
72386;PO1;Ver Stg Insth Sch md B;2012;843.817;843.817;;23.407;23.407;;;;23.218;;189;;;;;;867.224;;;;;;575;575
72386;PO1;Ver Stg Insth Sch md B;2013;832.641;832.641;;88.178;88.178;;;;87.989;;189;;;;;;920.819;;;;;;4.610;4.610
72386;PO1;Ver Stg Insth Sch md B;2014;812.290;812.290;;34.353;34.353;34.353;;;;;;;;;7.645;;854.288;;;;;;4.506;4.506
72386;PO1;Ver Stg Insth Sch md B;2015;853.679;853.679;;17.782;17.782;17.782;;;;;;;;;14.283;14.283;885.744;;;;;;3.025;3.025
72398;REC;Ond Slechth en Spraakgbr;2011;7.600.757;7.600.757;;4.503;4.503;4.503;;;;;;;;;;;7.605.260;;;;;;125.255;125.255
72398;REC;Ond Slechth en Spraakgbr;2012;8.023.983;8.023.983;;;;;;;;;;;;;;;8.023.983;;;;;;111.496;111.496
72398;REC;Ond Slechth en Spraakgbr;2013;8.296.009;8.296.009;;132.266;132.266;;;;132.266;;;;;;;;8.428.275;;;;;;61.082;61.082
72398;REC;Ond Slechth en Spraakgbr;2014;8.322.870;8.322.870;;94.435;94.435;94.435;;;;;;;;;;;8.417.305;;;;;;61.357;61.357
72398;REC;Ond Slechth en Spraakgbr;2015;4.762.407;4.762.407;;146.095;146.095;146.095;;;;;;;;;;;4.908.502;;;;;;35.570;35.570
72464;REC;Stichting CSO Apeldoorn;2011;7.255.544;7.255.544;;313.670;313.670;20.004;;;293.666;;;;;;;;7.569.214;;;;;;58.017;58.017
72464;REC;Stichting CSO Apeldoorn;2012;7.314.181;7.314.181;;331.169;331.169;18.954;;;312.215;;;;;;;;7.645.350;;;;;;51.827;51.827
72464;REC;Stichting CSO Apeldoorn;2013;7.361.806;7.361.806;;336.493;336.493;9.896;;;326.597;;;;;;;;7.698.299;;;;;;29.691;29.691
