BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.1 - IMMATERIËLE VASTE ACTIVA;1.2 - MATERIËLE VASTE ACTIVA;1.3 - FINANCIËLE VASTE ACTIVA;1.4 - VOORRADEN;1.5 - VORDERINGEN;1.6 - EFFECTEN;1.7 - LIQUIDE MIDDELEN;2.1 - EIGEN VERMOGEN;2.2 - VOORZIENINGEN;2.3 - LANGLOPENDE SCHULDEN;2.4 - KORTLOPENDE SCHULDEN;TA - TOTAAL ACTIVA;TP - TOTAAL PASSIVA;TVA - TOTAAL VASTE ACTIVA;TVLA - TOTAAL VLOTTENDE ACTIVA
41862;PO5;Stg Openbaar PO Deventer;2014;;5.413.716;;;1.917.551;;2.760.613;6.402.704;1.557.594;;2.131.582;10.091.880;10.091.880;5.413.716;4.678.164
41862;PO5;Stg Openbaar PO Deventer;2015;;5.340.842;;;1.645.024;;2.152.384;5.362.313;1.432.157;;2.343.780;9.138.250;9.138.250;5.340.842;3.797.408
41863;PO3;S I P O;2011;;640.527;;;173.913;;1.100.808;1.264.281;111.025;89.827;450.115;1.915.248;1.915.248;640.527;1.274.721
41863;PO3;S I P O;2012;;635.620;;;170.157;;885.790;1.154.662;55.774;87.255;393.876;1.691.567;1.691.567;635.620;1.055.947
41863;PO3;S I P O;2013;;597.199;;;200.318;;1.205.423;1.293.665;66.384;84.683;558.208;2.002.940;2.002.940;597.199;1.405.741
41863;PO3;S I P O;2014;;577.935;;;257.401;;1.249.959;1.624.626;89.011;82.111;289.547;2.085.295;2.085.295;577.935;1.507.360
41863;PO3;S I P O;2015;;552.634;;;224.932;;1.747.060;1.888.872;134.617;79.539;421.598;2.524.626;2.524.626;552.634;1.971.992
41866;PO3;OOH;2011;;696.694;;;406.751;;1.329.216;1.414.501;266.559;;751.601;2.432.661;2.432.661;696.694;1.735.967
41866;PO3;OOH;2012;;629.047;;;412.832;;1.246.930;1.450.068;291.436;;547.305;2.288.809;2.288.809;629.047;1.659.762
41866;PO3;OOH;2013;;614.848;;;320.716;;1.668.414;1.834.249;297.464;;472.265;2.603.978;2.603.978;614.848;1.989.130
41866;PO3;OOH;2014;;637.005;;;398.209;;1.606.719;1.730.585;186.808;;724.540;2.641.933;2.641.933;637.005;2.004.928
41866;PO3;OOH;2015;;548.592;;;385.475;;1.759.683;1.591.911;288.187;;813.652;2.693.750;2.693.750;548.592;2.145.158
41868;PO5;Stichting Talent Westerveld;2011;;863.045;8.750;;473.608;;3.522.097;3.971.006;100.019;;796.475;4.867.500;4.867.500;871.795;3.995.705
41868;PO5;Stichting Talent Westerveld;2012;;824.673;8.750;;501.687;;3.960.311;4.400.626;91.092;;803.703;5.295.421;5.295.421;833.423;4.461.998
41868;PO5;Stichting Talent Westerveld;2013;;718.292;;;417.684;;4.489.399;4.878.804;167.800;;578.773;5.625.375;5.625.377;718.292;4.907.083
41868;PO5;Stichting Talent Westerveld;2014;;662.106;;;491.886;;4.287.373;4.664.823;208.622;;567.919;5.441.365;5.441.364;662.106;4.779.259
41868;PO5;Stichting Talent Westerveld;2015;;645.759;;;443.821;;4.170.245;4.287.030;324.191;;648.605;5.259.825;5.259.826;645.759;4.614.066
41869;PO4;Stichting Markant Onderwijs;2011;;1.713.488;1.207.735;;673.894;;1.189.220;3.364.246;107.840;;1.312.251;4.784.337;4.784.337;2.921.223;1.863.114
41869;PO4;Stichting Markant Onderwijs;2012;;1.782.497;1.536.096;;619.090;;790.715;3.199.732;104.542;;1.424.124;4.728.398;4.728.398;3.318.593;1.409.805
41869;PO4;Stichting Markant Onderwijs;2013;;1.667.135;1.448.206;;884.403;;927.143;3.415.112;96.489;;1.415.286;4.926.887;4.926.887;3.115.341;1.811.546
41869;PO4;Stichting Markant Onderwijs;2014;;1.536.368;1.125.321;;925.676;;631.848;2.941.910;98.260;;1.179.043;4.219.213;4.219.213;2.661.689;1.557.524
41869;PO4;Stichting Markant Onderwijs;2015;;1.518.611;936.417;;889.620;158.692;441.146;2.500.724;102.211;;1.341.551;3.944.486;3.944.486;2.455.028;1.489.458
41871;PO3;Stichting OOK;2011;;425.921;;;247.533;;1.328.526;1.604.137;47.293;;350.550;2.001.980;2.001.980;425.921;1.576.059
41871;PO3;Stichting OOK;2012;;500.649;;;643.313;;1.215.494;1.633.391;44.629;;681.436;2.359.456;2.359.456;500.649;1.858.807
41871;PO3;Stichting OOK;2013;;460.125;;;655.099;;1.122.643;1.789.065;45.053;;403.749;2.237.867;2.237.867;460.125;1.777.742
41871;PO3;Stichting OOK;2014;;425.192;;;596.811;;1.234.963;1.859.117;49.909;;347.940;2.256.966;2.256.966;425.192;1.831.774
41871;PO3;Stichting OOK;2015;;678.757;;;291.042;;1.472.385;1.938.652;39.075;;464.457;2.442.184;2.442.184;678.757;1.763.427
41873;PO1;Stg Natuurlijk Leren;2011;;6.999;;;21.162;;73.953;13.916;2.870;;85.328;102.114;102.114;6.999;95.115
41873;PO1;Stg Natuurlijk Leren;2012;;10.824;;;57.901;;85.935;66.310;4.462;;83.888;154.660;154.660;10.824;143.836
41873;PO1;Stg Natuurlijk Leren;2013;;23.215;;;39.332;;68.819;23.785;3.544;;104.037;131.366;131.366;23.215;108.151
41873;PO1;Stg Natuurlijk Leren;2014;;12.229;;;67.193;;13.611;8.333;;;84.702;93.033;93.035;12.229;80.804
41876;PO4;Stichting OPOR;2011;;1.228.032;;;874.156;;3.210.295;2.897.372;808.180;;1.606.931;5.312.483;5.312.483;1.228.032;4.084.451
41876;PO4;Stichting OPOR;2012;;1.593.775;;;909.966;;2.929.987;3.164.044;905.816;;1.363.868;5.433.728;5.433.728;1.593.775;3.839.953
41876;PO4;Stichting OPOR;2013;;1.935.919;;;819.361;;3.315.200;3.727.121;951.228;10.689;1.381.440;6.070.480;6.070.478;1.935.919;4.134.561
41876;PO4;Stichting OPOR;2014;;1.749.171;;;1.130.120;;3.182.771;3.587.271;1.021.584;8.489;1.444.718;6.062.062;6.062.062;1.749.171;4.312.891
41876;PO4;Stichting OPOR;2015;;1.579.938;;;851.848;;3.953.530;3.756.231;1.105.746;;1.523.339;6.385.316;6.385.316;1.579.938;4.805.378
41878;PO4;Stg Openb Onderw Land v Altena;2011;;475.207;;;342.418;;1.019.817;840.962;250.518;;745.962;1.837.442;1.837.442;475.207;1.362.235
41878;PO4;Stg Openb Onderw Land v Altena;2012;;405.318;;;351.272;;801.230;717.209;266.393;;574.218;1.557.820;1.557.820;405.318;1.152.502
41878;PO4;Stg Openb Onderw Land v Altena;2013;;370.539;;;200.532;;905.558;1.013.281;33.138;;430.210;1.476.629;1.476.629;370.539;1.106.090
41878;PO4;Stg Openb Onderw Land v Altena;2014;;484.761;;;355.202;;640.473;1.025.645;74.274;;380.517;1.480.436;1.480.436;484.761;995.675
41878;PO4;Stg Openb Onderw Land v Altena;2015;;451.678;;;295.282;;810.182;1.054.970;76.594;;425.578;1.557.142;1.557.142;451.678;1.105.464
41879;PO3;Stichting Gewoon Speciaal;2011;;804.366;;;570.879;;3.729.527;3.801.735;385.774;;917.258;5.104.772;5.104.767;804.366;4.300.406
41879;PO3;Stichting Gewoon Speciaal;2012;;907.189;;;559.893;;3.901.735;4.098.136;399.165;;871.511;5.368.817;5.368.812;907.189;4.461.628
41879;PO3;Stichting Gewoon Speciaal;2013;;918.477;;;446.422;;4.049.055;4.285.071;383.459;;745.416;5.413.954;5.413.946;918.477;4.495.477
41879;PO3;Stichting Gewoon Speciaal;2014;;890.225;;;459.216;;3.822.206;4.010.446;372.086;;789.109;5.171.647;5.171.641;890.225;4.281.422
41879;PO3;Stichting Gewoon Speciaal;2015;;843.139;;;471.564;;3.665.335;3.765.540;483.554;;730.944;4.980.038;4.980.038;843.139;4.136.899
41880;REC;Stg Geïnt Vz v Spec VSO Almere;2011;;311.868;;;835.054;;89.492;-79.147;116.343;;1.199.218;1.236.414;1.236.414;311.868;924.546
41880;REC;Stg Geïnt Vz v Spec VSO Almere;2012;;266.290;;;693.978;;132.409;250.790;42.350;;799.537;1.092.677;1.092.677;266.290;826.387
41880;REC;Stg Geïnt Vz v Spec VSO Almere;2013;;260.722;;;618.575;;810.514;709.989;39.670;;940.152;1.689.811;1.689.811;260.722;1.429.089
41880;REC;Stg Geïnt Vz v Spec VSO Almere;2014;;261.250;;;534.415;;1.234.766;791.167;42.738;;1.196.526;2.030.431;2.030.431;261.250;1.769.181
41880;REC;Stg Geïnt Vz v Spec VSO Almere;2015;;278.343;;;605.120;;1.090.804;1.273.913;46.000;;654.354;1.974.267;1.974.267;278.343;1.695.924
41884;PO2;Kerk Lich Geref Gem Reg Barnev;2011;;286.859;;;162.869;;599.055;477.507;284.550;;286.726;1.048.783;1.048.783;286.859;761.924
41884;PO2;Kerk Lich Geref Gem Reg Barnev;2012;;282.429;;;198.048;;594.949;478.938;301.096;;295.392;1.075.426;1.075.426;282.429;792.997
41884;PO2;Kerk Lich Geref Gem Reg Barnev;2013;;252.721;;;245.101;;899.442;820.329;291.207;;285.728;1.397.264;1.397.264;252.721;1.144.543
41884;PO2;Kerk Lich Geref Gem Reg Barnev;2014;;253.404;;;348.088;;986.605;1.019.283;307.156;;261.656;1.588.097;1.588.095;253.404;1.334.693
41884;PO2;Kerk Lich Geref Gem Reg Barnev;2015;;253.283;;;320.532;;1.322.381;1.217.192;381.685;;297.318;1.896.196;1.896.195;253.283;1.642.913
41886;PO5;Stichting Voila;2011;;1.205.774;;;849.728;;869.414;1.232.833;482.208;;1.209.875;2.924.916;2.924.916;1.205.774;1.719.142
41886;PO5;Stichting Voila;2012;;1.184.078;;;742.784;;1.048.573;1.314.552;600.412;;1.060.471;2.975.435;2.975.435;1.184.078;1.791.357
41886;PO5;Stichting Voila;2013;;1.061.743;;;627.082;;1.986.765;1.882.004;731.449;;1.062.137;3.675.590;3.675.590;1.061.743;2.613.847
41886;PO5;Stichting Voila;2014;;1.056.480;;;822.922;;1.752.385;1.897.141;705.409;;1.029.237;3.631.787;3.631.787;1.056.480;2.575.307
41886;PO5;Stichting Voila;2015;;1.075.507;;;690.588;;2.092.164;2.030.009;848.331;;979.919;3.858.259;3.858.259;1.075.507;2.782.752
41891;PO1;Stichting SMART Limburg;2011;;213.867;;;599.124;;1.127.741;1.592.915;143.230;;204.587;1.940.732;1.940.732;213.867;1.726.865
41891;PO1;Stichting SMART Limburg;2012;;199.755;;;217.114;;1.860.779;1.951.347;159.757;;166.544;2.277.648;2.277.648;199.755;2.077.893
41891;PO1;Stichting SMART Limburg;2013;;178.248;;;251.511;;2.367.236;2.454.166;172.586;;170.243;2.796.995;2.796.995;178.248;2.618.747
41891;PO1;Stichting SMART Limburg;2014;;187.438;;;168.914;;2.973.162;2.971.225;194.585;;163.704;3.329.514;3.329.514;187.438;3.142.076
41891;PO1;Stichting SMART Limburg;2015;;238.294;;;171.443;;3.622.902;3.562.749;234.703;;235.187;4.032.639;4.032.639;238.294;3.794.345
41895;PO5;Stichting OPODW;2011;;1.356.587;;;570.322;;4.271.745;3.517.617;1.097.463;;1.583.574;6.198.654;6.198.654;1.356.587;4.842.067
41895;PO5;Stichting OPODW;2012;;1.261.319;;;597.231;;4.034.086;3.465.171;895.206;;1.532.259;5.892.636;5.892.636;1.261.319;4.631.317
41895;PO5;Stichting OPODW;2013;;1.132.055;;;449.708;;3.895.798;3.730.147;856.805;;890.609;5.477.561;5.477.561;1.132.055;4.345.506
41895;PO5;Stichting OPODW;2014;;943.711;;;530.852;;3.779.949;3.532.097;762.831;;959.586;5.254.512;5.254.514;943.711;4.310.801
41895;PO5;Stichting OPODW;2015;;857.105;1.594.278;;419.245;;1.961.885;3.326.780;527.092;;978.640;4.832.513;4.832.512;2.451.383;2.381.130
41898;PO3;VPCPO;2011;;998.960;1.504.267;;208.373;;245.465;2.365.024;114.206;;477.835;2.957.065;2.957.065;2.503.227;453.838
41898;PO3;VPCPO;2012;;903.275;1.573.394;;215.945;;345.452;2.423.128;128.529;;486.410;3.038.066;3.038.067;2.476.669;561.397
41898;PO3;VPCPO;2013;;872.411;1.608.350;;235.468;;356.134;2.522.940;104.463;;444.958;3.072.363;3.072.361;2.480.761;591.602
41898;PO3;VPCPO;2014;;829.918;1.742.897;;352.521;;155.641;2.652.824;105.872;;322.281;3.080.977;3.080.977;2.572.815;508.162
41898;PO3;VPCPO;2015;;757.674;1.770.509;;317.267;;408.790;2.729.327;169.031;;355.882;3.254.240;3.254.240;2.528.183;726.057
41899;PO5;Stichting Primah;2011;;1.253.551;82.124;;853.825;;2.654.000;3.431.185;184.903;;1.227.412;4.843.500;4.843.500;1.335.675;3.507.825
41899;PO5;Stichting Primah;2012;;1.763.840;70.516;;862.213;;1.988.667;3.261.292;141.923;;1.282.024;4.685.236;4.685.239;1.834.356;2.850.880
41899;PO5;Stichting Primah;2013;;1.762.828;70.516;;820.859;;1.758.672;2.987.025;136.293;;1.289.555;4.412.875;4.412.873;1.833.344;2.579.531
41899;PO5;Stichting Primah;2014;;1.684.571;351.598;;1.097.261;;942.747;2.862.393;193.887;;1.019.897;4.076.177;4.076.177;2.036.169;2.040.008
41899;PO5;Stichting Primah;2015;;1.544.414;320.240;;1.006.238;;940.877;2.729.984;198.753;;883.032;3.811.769;3.811.769;1.864.654;1.947.115
41978;PO4;Elisabeth Stg v Kath BO;2011;;782.445;;;460.202;;1.452.462;1.152.082;482.967;9.320;1.050.743;2.695.109;2.695.112;782.445;1.912.664
41978;PO4;Elisabeth Stg v Kath BO;2012;;874.303;;;473.477;;1.688.324;1.379.976;675.298;8.312;972.536;3.036.104;3.036.122;874.303;2.161.801
41978;PO4;Elisabeth Stg v Kath BO;2013;;978.662;;;617.328;;2.407.554;2.129.743;745.323;;1.128.478;4.003.544;4.003.544;978.662;3.024.882
41978;PO4;Elisabeth Stg v Kath BO;2014;;998.668;;;682.900;;2.724.578;2.386.289;966.596;;1.053.261;4.406.146;4.406.146;998.668;3.407.478
41978;PO4;Elisabeth Stg v Kath BO;2015;;1.060.280;6.500;;679.119;;3.126.687;2.638.036;1.150.280;;1.084.270;4.872.586;4.872.586;1.066.780;3.805.806
42122;PO3;Ver TT H Verstr v Sch O;2011;;847.111;;;332.779;;2.283.117;2.639.256;410.398;;413.353;3.463.007;3.463.007;847.111;2.615.896
42122;PO3;Ver TT H Verstr v Sch O;2012;;705.966;;;348.554;;2.252.797;2.390.022;415.776;;501.519;3.307.317;3.307.317;705.966;2.601.351
42122;PO3;Ver TT H Verstr v Sch O;2013;;628.098;;;345.348;;2.950.369;2.596.844;443.214;;883.757;3.923.815;3.923.815;628.098;3.295.717
42122;PO3;Ver TT H Verstr v Sch O;2014;;631.963;;;393.725;;2.617.927;2.760.788;429.387;;453.440;3.643.615;3.643.615;631.963;3.011.652
42122;PO3;Ver TT H Verstr v Sch O;2015;;929.236;;;358.630;;2.629.337;2.824.952;585.910;;506.340;3.917.203;3.917.202;929.236;2.987.967
42132;SWV;SWV Primair Onderwijs Westland;2014;;21.918;;;118.554;;87.297;123.069;10.492;;94.208;227.769;227.769;21.918;205.851
42132;SWV;SWV Primair Onderwijs Westland;2015;;24.884;;;32.836;;386.132;267.597;10.879;;165.376;443.852;443.852;24.884;418.968
42148;PO4;Stg Conf Onderwijs R'IJssel;2011;;1.771.204;425.402;;657.725;;1.275.222;2.519.227;583.307;;1.027.019;4.129.553;4.129.553;2.196.606;1.932.947
42148;PO4;Stg Conf Onderwijs R'IJssel;2012;;1.723.948;214.827;;746.114;;1.363.511;2.544.644;547.989;;955.767;4.048.400;4.048.400;1.938.775;2.109.625
42148;PO4;Stg Conf Onderwijs R'IJssel;2013;;1.589.707;;;732.014;;2.171.195;2.937.324;588.670;;966.922;4.492.916;4.492.916;1.589.707;2.903.209
42148;PO4;Stg Conf Onderwijs R'IJssel;2014;;1.536.753;;;672.520;;2.354.642;3.047.674;566.692;;949.549;4.563.915;4.563.915;1.536.753;3.027.162
42148;PO4;Stg Conf Onderwijs R'IJssel;2015;;1.949.111;;;753.028;;1.760.602;3.164.563;456.336;;841.842;4.462.741;4.462.741;1.949.111;2.513.630
42330;PO1;Albert Schweitzer;2011;;138.910;;;57.626;;403.448;498.516;14.956;;86.512;599.984;599.984;138.910;461.074
42330;PO1;Albert Schweitzer;2012;;129.132;;;61.900;;425.766;503.692;15.824;;97.282;616.798;616.798;129.132;487.666
42330;PO1;Albert Schweitzer;2013;;245.580;;;60.009;;387.616;540.564;14.536;;138.105;693.205;693.205;245.580;447.625
42330;PO1;Albert Schweitzer;2014;;228.612;;;65.645;;406.757;552.017;14.252;;134.745;701.014;701.014;228.612;472.402
42330;PO1;Albert Schweitzer;2015;;209.663;;;81.221;;489.040;659.803;20.556;;99.565;779.924;779.924;209.663;570.261
42486;PO4;Stg P.O.G.;2011;;1.634.328;1.156.591;;849.437;;2.431.859;5.234.618;113.845;;723.752;6.072.215;6.072.215;2.790.919;3.281.296
42486;PO4;Stg P.O.G.;2012;;1.597.611;1.156.591;;1.078.938;;2.230.003;5.165.742;97.868;;799.533;6.063.143;6.063.143;2.754.202;3.308.941
42486;PO4;Stg P.O.G.;2013;;1.816.387;1.155.821;;1.442.492;;1.416.564;4.991.651;86.902;;752.711;5.831.264;5.831.264;2.972.208;2.859.056
42486;PO4;Stg P.O.G.;2014;;2.114.059;701.174;;2.058.862;;269.325;4.187.259;86.335;;869.826;5.143.420;5.143.420;2.815.233;2.328.187
42486;PO4;Stg P.O.G.;2015;;1.942.072;;;2.020.480;467.990;201.068;3.768.723;86.058;;776.828;4.631.610;4.631.609;1.942.072;2.689.538
42504;PO5;Stg Opb Pr en Spec Ondw Leiden;2011;;2.476.211;;;2.328.435;7.000.000;3.602.420;9.536.544;2.675.412;;3.195.110;15.407.066;15.407.066;2.476.211;12.930.855
42504;PO5;Stg Opb Pr en Spec Ondw Leiden;2012;;2.397.752;;;1.889.296;7.000.000;3.780.265;9.636.793;2.610.574;;2.819.946;15.067.313;15.067.313;2.397.752;12.669.561
42504;PO5;Stg Opb Pr en Spec Ondw Leiden;2013;;2.463.603;2.022.000;;3.392.731;;9.185.734;10.823.983;2.633.707;;3.606.378;17.064.068;17.064.068;4.485.603;12.578.465
42504;PO5;Stg Opb Pr en Spec Ondw Leiden;2014;;2.468.509;2.022.000;;2.778.672;;9.501.924;10.362.708;2.637.032;;3.771.365;16.771.105;16.771.105;4.490.509;12.280.596
42504;PO5;Stg Opb Pr en Spec Ondw Leiden;2015;;2.671.828;2.022.000;;2.863.983;;9.263.768;10.066.336;2.807.682;;3.947.561;16.821.579;16.821.579;4.693.828;12.127.751
42514;PO5;Stichting Ronduit;2011;;1.117.074;;;2.346.616;;5.576.597;5.293.515;632.348;;3.114.424;9.040.287;9.040.287;1.117.074;7.923.213
42514;PO5;Stichting Ronduit;2012;;1.136.282;;;1.985.758;;6.011.668;5.689.063;662.109;;2.782.536;9.133.708;9.133.708;1.136.282;7.997.426
42514;PO5;Stichting Ronduit;2013;;1.130.393;;;2.229.498;;6.504.491;6.266.771;817.239;;2.780.372;9.864.382;9.864.382;1.130.393;8.733.989
42514;PO5;Stichting Ronduit;2014;;1.130.015;;;3.051.794;;6.032.434;6.222.269;912.511;;3.079.463;10.214.243;10.214.243;1.130.015;9.084.228
42514;PO5;Stichting Ronduit;2015;;1.251.649;;;2.534.505;;7.312.447;6.660.456;1.130.508;;3.307.637;11.098.601;11.098.601;1.251.649;9.846.952
42521;PO1;Stg Evangelisch Ondwijs Ede;2011;;16.022;;;27.545;;120.568;102.069;;;62.066;164.135;164.135;16.022;148.113
42521;PO1;Stg Evangelisch Ondwijs Ede;2012;;29.507;;;58.392;;56.517;101.005;;;43.411;144.416;144.416;29.507;114.909
42521;PO1;Stg Evangelisch Ondwijs Ede;2013;;80.839;;;30.983;;126.904;166.109;;;72.617;238.726;238.726;80.839;157.887
42521;PO1;Stg Evangelisch Ondwijs Ede;2014;;106.640;;;46.262;;107.522;192.861;3.871;;63.692;260.424;260.424;106.640;153.784
42521;PO1;Stg Evangelisch Ondwijs Ede;2015;;115.871;;;64.832;;154.980;245.781;5.342;;84.560;335.683;335.683;115.871;219.812
42523;PO1;SIBZ;2011;;13.219;;;12.183;;1.283.110;74.693;4.951;;1.228.871;1.308.512;1.308.515;13.219;1.295.293
42523;PO1;SIBZ;2012;;94.123;;;46.145;;177.853;98.409;7.167;71.986;140.559;318.121;318.121;94.123;223.998
42523;PO1;SIBZ;2013;;91.572;;;39.112;;266.438;127.958;32.250;68.309;168.603;397.122;397.120;91.572;305.550
42523;PO1;SIBZ;2014;;85.755;;;51.323;;230.268;97.315;58.670;64.632;146.729;367.346;367.346;85.755;281.591
42523;PO1;SIBZ;2015;;80.527;;;50.911;;239.050;127.568;88.972;60.955;92.994;370.488;370.489;80.527;289.961
42524;PO1;Ver v PC Ond;2011;;290.982;;;261.982;;194.940;538.336;13.294;;196.273;747.904;747.903;290.982;456.922
42524;PO1;Ver v PC Ond;2012;;270.227;;;94.621;;522.285;645.304;56.288;;185.539;887.133;887.131;270.227;616.906
42524;PO1;Ver v PC Ond;2013;;276.097;;;108.129;;646.137;752.457;65.634;;212.271;1.030.363;1.030.362;276.097;754.266
42524;PO1;Ver v PC Ond;2014;;276.442;;;110.021;;622.869;753.695;75.226;;180.411;1.009.332;1.009.332;276.442;732.890
42524;PO1;Ver v PC Ond;2015;;263.733;;;101.832;;631.595;751.511;75.776;;169.873;997.160;997.160;263.733;733.427
42527;PO1;SWTO;2011;;;;;13.942;;138.423;50.795;;;101.570;152.365;152.365;;152.365
42527;PO1;SWTO;2012;;18.855;;;104.525;;6.968;9.889;1.144;;119.315;130.348;130.348;18.855;111.493
42527;PO1;SWTO;2015;;92.544;;;294.368;;57.659;145.125;1.144;;298.302;444.571;444.571;92.544;352.027
42533;PO1;Stg Interconf Ondw Vlaardingen;2011;;115.740;;;85.170;;790.120;722.267;14.618;;254.145;991.030;991.030;115.740;875.290
42533;PO1;Stg Interconf Ondw Vlaardingen;2012;;90.013;1.947;;98.107;;941.428;910.688;10.744;;210.063;1.131.495;1.131.495;91.960;1.039.535
42533;PO1;Stg Interconf Ondw Vlaardingen;2013;;69.502;1.239;;92.118;;1.166.192;1.164.334;10.603;;154.114;1.329.051;1.329.051;70.741;1.258.310
42533;PO1;Stg Interconf Ondw Vlaardingen;2014;;51.309;531;;76.600;;1.347.078;1.316.282;6.523;;152.713;1.475.518;1.475.518;51.840;1.423.678
42533;PO1;Stg Interconf Ondw Vlaardingen;2015;;19.622;;;97.809;;1.549.586;1.489.860;9.145;;168.010;1.667.017;1.667.015;19.622;1.647.395
42535;PO3;ASG;2011;;328.295;;;;;47.580;-80.876;;;456.751;375.875;375.875;328.295;47.580
42535;PO3;ASG;2012;;405.044;;;;;11.413;-229.169;;;645.626;416.457;416.457;405.044;11.413
42535;PO3;ASG;2013;;397.115;;;;;12.017;-53.318;;;462.450;409.132;409.132;397.115;12.017
42536;REC;Stichting  Koninklijke Visio;2011;;3.897.953;;;3.136.111;;4.822.346;5.220.980;1.120.621;2.676.795;2.838.014;11.856.410;11.856.410;3.897.953;7.958.457
42536;REC;Stichting  Koninklijke Visio;2012;;3.551.301;;;2.988.350;;5.636.554;5.516.280;1.215.120;2.514.565;2.930.240;12.176.205;12.176.205;3.551.301;8.624.904
42536;REC;Stichting  Koninklijke Visio;2013;;3.474.378;;;2.695.714;;6.359.775;6.034.473;1.449.489;2.433.450;2.612.455;12.529.867;12.529.867;3.474.378;9.055.489
42536;REC;Stichting  Koninklijke Visio;2014;;3.378.327;;;4.224.298;;6.431.485;6.533.735;1.820.909;2.352.335;3.327.131;14.034.110;14.034.110;3.378.327;10.655.783
42536;REC;Stichting  Koninklijke Visio;2015;;3.708.359;;;3.537.368;;7.897.145;10.102.159;184.927;2.271.220;2.584.566;15.142.872;15.142.872;3.708.359;11.434.513
42538;PO4;Stichting Eduquaat;2011;;360.414;514.109;;477.062;598.770;1.825.151;2.240.907;491.995;;1.042.604;3.775.506;3.775.506;874.523;2.900.983
42538;PO4;Stichting Eduquaat;2012;;931.930;518.642;;489.103;;1.655.271;2.208.657;462.351;;923.938;3.594.946;3.594.946;1.450.572;2.144.374
42538;PO4;Stichting Eduquaat;2013;;950.358;13.500;;1.143.451;;1.810.742;2.502.488;498.159;;917.404;3.918.051;3.918.051;963.858;2.954.193
42538;PO4;Stichting Eduquaat;2014;;919.240;111.900;;744.897;;1.999.724;2.359.477;453.748;;962.536;3.775.761;3.775.761;1.031.140;2.744.621
42538;PO4;Stichting Eduquaat;2015;;1.121.816;113.900;;764.976;;1.652.017;2.191.922;568.436;;892.351;3.652.709;3.652.709;1.235.716;2.416.993
42540;PO5;Stg PCO Tsjûkemar;2011;;1.664.842;1.963.346;;801.666;;4.806.517;7.606.150;161.701;;1.468.520;9.236.371;9.236.371;3.628.188;5.608.183
42540;PO5;Stg PCO Tsjûkemar;2012;;1.626.615;1.831.936;;935.259;127.763;4.830.296;7.893.443;144.071;;1.314.355;9.351.869;9.351.869;3.458.551;5.893.318
42540;PO5;Stg PCO Tsjûkemar;2013;;1.700.996;396.617;;829.928;;7.355.943;8.783.254;160.800;;1.339.430;10.283.484;10.283.484;2.097.613;8.185.871
42540;PO5;Stg PCO Tsjûkemar;2014;;1.636.090;396.200;;957.853;;6.947.409;8.482.098;161.768;;1.293.686;9.937.552;9.937.552;2.032.290;7.905.262
42540;PO5;Stg PCO Tsjûkemar;2015;;1.613.605;396.950;;899.663;;6.817.472;8.312.768;158.671;;1.256.251;9.727.690;9.727.690;2.010.555;7.717.135
42541;PO1;Ver tot Stg Insth v Scholen;2011;;825.997;;;84.656;;400.668;1.130.735;17.145;;163.443;1.311.321;1.311.323;825.997;485.324
42541;PO1;Ver tot Stg Insth v Scholen;2012;;789.637;;;98.935;;452.330;1.159.300;36.898;;144.703;1.340.902;1.340.901;789.637;551.265
42541;PO1;Ver tot Stg Insth v Scholen;2013;;382.650;;;477.290;;713.538;1.362.113;41.757;;169.608;1.573.478;1.573.478;382.650;1.190.828
42541;PO1;Ver tot Stg Insth v Scholen;2014;;602.189;;;163.990;;903.553;1.429.629;70.717;;169.386;1.669.732;1.669.732;602.189;1.067.543
42541;PO1;Ver tot Stg Insth v Scholen;2015;;563.101;;;112.033;;1.085.426;1.479.762;99.938;;180.860;1.760.560;1.760.560;563.101;1.197.459
42542;PO1;Stichting VOS;2011;;209.374;;;121.850;;538.112;414.232;146.037;;309.067;869.336;869.336;209.374;659.962
42542;PO1;Stichting VOS;2012;;236.703;;;255.346;;542.733;597.547;158.489;;278.746;1.034.782;1.034.782;236.703;798.079
42542;PO1;Stichting VOS;2013;;225.710;;;251.068;;871.591;949.832;172.473;;226.064;1.348.369;1.348.369;225.710;1.122.659
42542;PO1;Stichting VOS;2014;;226.676;;;137.214;;1.153.671;1.085.421;190.082;;242.058;1.517.561;1.517.561;226.676;1.290.885
42542;PO1;Stichting VOS;2015;;260.488;;;215.399;;1.182.252;1.155.510;208.539;;294.090;1.658.139;1.658.139;260.488;1.397.651
42545;PO5;Stichting Palludara;2011;;1.729.168;137.551;;981.135;2.083.505;601.905;3.670.237;489.125;;1.373.902;5.533.264;5.533.264;1.866.719;3.666.545
42545;PO5;Stichting Palludara;2012;;1.556.761;1.264.711;;838.311;118.026;2.214.362;3.990.553;540.495;;1.461.123;5.992.171;5.992.171;2.821.472;3.170.699
42545;PO5;Stichting Palludara;2013;;1.568.568;1.264.711;;863.060;4.064;2.502.902;4.619.978;331.044;;1.252.283;6.203.305;6.203.305;2.833.279;3.370.026
42545;PO5;Stichting Palludara;2014;;1.652.084;1.264.711;;1.021.508;1.151;1.564.761;4.058.628;328.355;;1.117.232;5.504.215;5.504.215;2.916.795;2.587.420
